order_line_id,order_id,product_id,quantity,unit_price,discount_rate,source_row
L000607,O00251,P023,2,68.00,0.05,608
L000608,O00251,P008,5,188.00,0.20,609
L000609,O00251,P019,3,78.00,0.05,610
L000610,O00252,P024,4,81.00,0.05,611
L000611,O00253,P001,2,122.00,0.20,612
L000612,O00253,P022,3,134.00,0.00,613
L000613,O00253,P013,2,271.00,0.00,614
L000614,O00253,P024,4,81.00,0.10,615
L000615,O00254,P004,2,123.00,0.00,616
L000616,O00255,P010,2,211.00,0.05,617
L000617,O00255,P012,5,134.00,0.05,618
L000618,O00255,P021,2,249.00,0.00,619
L000619,O00256,P006,2,196.00,0.20,620
L000620,O00256,P004,5,123.00,0.10,621
L000621,O00256,P006,2,196.00,0.2,622
L000622,O00257,P024,2,81.00,0.05,623
L000623,O00258,P008,3,188.00,0.05,624
L000624,O00259,P018,1,269.00,0.05,625
L000625,O00259,P016,2,231.00,0.10,626
L000626,O00259,P024,1,81.00,0.00,627
L000627,O00259,P008,4,188.00,0.20,628
L000628,O00260,P011,1,80.00,0.00,629
L000629,O00261,P021,5,249.00,0.10,630
L000630,O00261,P024,1,81.00,0.00,631
L000631,O00262,P024,4,81.00,0.20,632
L000632,O00262,P010,5,211.00,0.20,633
L000633,O00262,P017,4,300.00,0.00,634
L000634,O00262,P018,3,269.00,0.10,635
L000635,O00263,P012,1,134.00,0.05,636
L000636,O00263,P013,5,271.00,0.00,637
L000637,O00264,P019,5,78.00,0.20,638
L000638,O00265,P003,1,199.00,0.20,639
L000639,O00265,P008,3,188.00,0.20,640
L000640,O00265,P006,3,196.00,0.05,641
L000641,O00266,P024,3,81.00,0.05,642
L000642,O00267,P005,5,65.00,0.10,643
L000643,O00267,P007,1,35.00,0.00,644
L000644,O00267,P017,1,300.00,0.10,645
L000645,O00267,P012,5,134.00,0.10,646
L000646,O00268,P014,3,294.00,0.10,647
L000647,O00268,P012,2,134.00,0.20,648
L000648,O00269,P010,1,211.00,0.20,649
L000649,O00269,P006,4,196.00,0.00,650
L000650,O00269,P002,1,284.00,0.10,651
L000651,O00269,P006,2,196.00,0.05,652
L000652,O00270,P001,3,122.00,0.2,653
L000653,O00270,P016,5,231.00,0.00,654
L000654,O00271,P005,4,65.00,0.20,655
L000655,O00271,P004,5,123.00,0.00,656
L000656,O00272,P008,2,188.00,0.05,657
L000657,O00272,P011,2,80.00,0.20,658
L000658,O00273,P008,4,188.00,0.10,659
L000659,O00273,P017,5,300.00,0.05,660
L000660,O00273,P009,4,93.00,0.20,661
L000661,O00273,P014,4,294.00,0.05,662
L000662,O00274,P020,5,189.00,0.20,663
L000663,O00274,P010,4,211.00,0.20,664
L000664,O00274,P003,3,199.00,0.00,665
L000665,O00274,P004,4,123.00,0.20,666
L000666,O00275,P020,1,189.00,0.05,667
L000667,O00275,P015,1,254.00,0.20,668
L000668,O00275,P002,4,284.00,0.00,669
L000669,O00275,P001,3,122.00,0.20,670
L000670,O00276,P002,4,284.00,0.10,671
L000671,O00277,P023,4,68.00,0.10,672
L000672,O00277,P021,5,249.00,0.05,673
L000673,O00278,P001,3,122.00,0.10,674
L000674,O00279,P005,1,65.00,0.00,675
L000675,O00279,P004,1,123.00,0.00,676
L000676,O00279,P006,4,196.00,0.00,677
L000677,O00280,P006,3,196.00,0.20,678
L000678,O00281,P018,4,269.00,0.00,679
L000679,O00281,P001,4,122.00,0.05,680
L000680,O00282,P022,1,134.00,0.10,681
L000681,O00282,P019,2,78.00,0.20,682
L000682,O00283,P020,4,189.00,0.10,683
L000683,O00283,P010,5,211.00,0.1,684
L000684,O00284,P008,5,188.00,0.20,685
L000685,O00284,P003,3,199.00,0.10,686
L000686,O00285,P018,3,269.00,0.05,687
L000687,O00285,P016,4,231.00,0.20,688
L000688,O00285,P002,2,284.00,0.00,689
L000689,O00285,P021,2,249.00,0.10,690
L000690,O00286,P014,2,294.00,0.10,691
L000691,O00287,P010,5,211.00,0.05,692
L000692,O00287,P021,4,249.00,0.20,693
L000693,O00287,P017,4,300.00,0.20,694
L000694,O00287,P021,5,249.00,0.10,695
L000695,O00288,P003,1,199.00,0.00,696
L000696,O00288,P001,2,122.00,0.20,697
L000697,O00288,P013,5,271.00,0.20,698
L000698,O00289,P019,1,78.00,0.05,699
L000699,O00290,P020,5,189.00,0.20,700
L000700,O00290,P022,2,134.00,0.20,701
L000701,O00290,P010,2,211.00,0.20,702
L000702,O00291,P009,5,93.00,0.20,703
L000703,O00291,P022,5,134.00,0.00,704
L000704,O00291,P012,4,134.00,0.05,705
L000705,O00292,P002,1,284.00,0.10,706
L000706,O00293,P001,3,122.00,0.05,707
L000707,O00293,P022,4,134.00,0.00,708
L000708,O00294,P021,1,249.00,0.00,709
L000709,O00294,P009,2,93.00,0.20,710
L000710,O00294,P002,3,284.00,0.20,711
L000711,O00295,P021,3,249.00,0.05,712
L000712,O00295,P022,2,134.00,0.05,713
L000713,O00295,P007,2,35.00,0.05,714
L000714,O00295,P021,1,249.00,0.05,715
L000715,O00296,P023,3,68.00,0.20,716
L000716,O00296,P011,3,80.00,0.00,717
L000717,O00297,P017,3,300.00,0.00,718
L000718,O00298,P023,5,68.00,0.00,719
L000719,O00298,P014,5,294.00,0.00,720
L000720,O00298,P019,1,78.00,0.00,721
L000721,O00298,P022,2,134.00,0.10,722
L000722,O00299,P001,1,122.00,0.00,723
L000723,O00300,P018,3,269.00,0.05,724
L000724,O00300,P003,1,199.00,0.10,725
L000725,O00300,P010,3,211.00,0.20,726
L000726,O00301,P003,1,199.00,0.00,727
L000727,O00302,P009,4,93.00,0.20,728
L000728,O00303,P023,4,68.00,0.05,729
L000729,O00303,P017,5,300.00,0.10,730
L000730,O00303,P004,3,123.00,0.05,731
L000731,O00303,P011,3,80.00,0.00,732
L000732,O00304,P008,4,188.00,0.00,733
L000733,O00304,P005,3,65.00,0.10,734
L000734,O00304,P004,3,123.00,0.00,735
L000735,O00305,P011,3,80.00,0.00,736
L000736,O00305,P010,5,211.00,0.05,737
L000737,O00306,P004,4,123.00,0.20,738
L000738,O00306,P014,4,294.00,0.00,739
L000739,O00307,P020,3,189.00,0.05,740
L000740,O00307,P015,3,254.00,0.05,741
L000741,O00307,P004,2,123.00,0.20,742
L000742,O00308,P010,2,211.00,0.10,743
L000743,O00308,P011,1,80.00,0.00,744
L000744,O00308,P023,1,68.00,0.10,745
L000745,O00308,P006,3,196.00,0.2,746
L000746,O00309,P004,1,123.00,0.00,747
L000747,O00309,P010,3,211.00,0.05,748
L000748,O00309,P016,1,231.00,0.00,749
L000749,O00309,P012,2,134.00,0.00,750
L000750,O00310,P011,3,80.00,0.20,751
L000751,O00311,P016,3,231.00,0.05,752
L000752,O00311,P005,3,65.00,0.05,753
L000753,O00311,P007,3,35.00,0.10,754
L000754,O00311,P002,2,284.00,0.05,755
L000755,O00312,P024,4,81.00,0.10,756
L000756,O00312,P022,3,134.00,0.05,757
L000757,O00312,P001,1,122.00,0.10,758
L000758,O00313,P009,1,93.00,0.00,759
L000759,O00314,P010,4,211.00,0.10,760
L000760,O00314,P011,1,80.00,0.20,761
L000761,O00314,P005,5,65.00,0.10,762
L000762,O00314,P006,4,196.00,0.00,763
L000763,O00315,P009,5,93.00,0.05,764
L000764,O00316,P003,2,199.00,0.00,765
L000765,O00316,P024,1,81.00,0.10,766
L000766,O00316,P004,3,123.00,0.10,767
L000767,O00316,P022,2,134.00,0.20,768
L000768,O00317,P012,4,134.00,0.20,769
L000769,O00317,P024,1,81.00,0.20,770
L000770,O00317,P001,2,122.00,0.20,771
L000771,O00318,P024,3,81.00,0.20,772
L000772,O00318,P001,3,122.00,0.20,773
L000773,O00318,P011,2,80.00,0.20,774
L000774,O00318,P004,2,123.00,0.10,775
L000775,O00319,P001,3,122.00,0.00,776
L000776,O00320,P009,4,93.00,0.05,777
L000777,O00320,P021,3,249.00,0.00,778
L000778,O00320,P005,4,65.00,0.05,779
L000779,O00321,P005,3,65.00,0.20,780
L000780,O00321,P004,4,123.00,0.10,781
L000781,O00321,P009,5,93.00,0.20,782
L000782,O00321,P022,5,134.00,0.05,783
L000783,O00322,P012,2,134.00,0.10,784
L000784,O00323,P008,5,188.00,0.20,785
L000785,O00324,P005,1,65.00,0.20,786
L000786,O00324,P006,5,196.00,0.05,787
L000787,O00324,P012,3,134.00,0.10,788
L000788,O00324,P014,3,294.00,0.05,789
L000789,O00325,P018,2,269.00,0.20,790
L000790,O00325,P013,2,271.00,0.20,791
L000791,O00325,P014,4,294.00,0.00,792
L000792,O00326,P010,3,211.00,0.00,793
L000793,O00326,P006,3,196.00,0.05,794
L000794,O00326,P012,3,134.00,0.20,795
L000795,O00326,P021,1,249.00,0.05,796
L000796,O00327,P007,5,35.00,0.20,797
L000797,O00328,P024,3,81.00,0.20,798
L000798,O00329,P003,2,199.00,0.10,799
L000799,O00329,P015,2,254.00,0.00,800
L000800,O00329,P007,3,35.00,0.10,801
L000801,O00330,P002,2,284.00,0.10,802
L000802,O00330,P009,3,93.00,0.00,803
L000803,O00330,P021,4,249.00,0.05,804
L000804,O00330,P014,4,294.00,0.05,805
L000805,O00331,P005,4,65.00,0.05,806
L000806,O00331,P013,1,271.00,0.20,807
L000807,O00332,P009,4,93.00,0,808
L000808,O00332,P014,3,294.00,0.20,809
L000809,O00332,P001,3,122.00,0.20,810
L000810,O00332,P021,4,249.00,0.20,811
L000811,O00333,P001,2,122.00,0.20,812
L000812,O00333,P004,3,123.00,0.20,813
L000813,O00334,P024,5,81.00,0.20,814
L000814,O00334,P024,1,81.00,0.20,815
L000815,O00334,P017,2,300.00,0.05,816
L000816,O00334,P009,2,93.00,0.10,817
L000817,O00335,P003,4,199.00,0.00,818
L000818,O00336,P016,2,231.00,0.00,819
L000819,O00336,P019,4,78.00,0.10,820
L000820,O00336,P009,4,93.00,0.00,821
L000821,O00337,P004,5,123.00,0.10,822
L000822,O00338,P017,2,300.00,0.10,823
L000823,O00338,P001,4,122.00,0.00,824
L000824,O00338,P018,1,269.00,0.05,825
L000825,O00338,P017,4,300.00,0.20,826
L000826,O00339,P006,2,196.00,0.10,827
L000827,O00340,P018,5,269.00,0.00,828
L000828,O00341,P012,5,134.00,0.00,829
L000829,O00341,P004,4,123.00,0.10,830
L000830,O00341,P021,2,249.00,0.00,831
L000831,O00341,P008,4,188.00,0.10,832
L000832,O00342,P018,5,269.00,0.00,833
L000833,O00342,P005,5,65.00,0.10,834
L000834,O00342,P022,1,134.00,0.00,835
L000835,O00342,P020,2,189.00,0.05,836
L000836,O00343,P015,1,254.00,0.05,837
L000837,O00343,P015,5,254.00,0.20,838
L000838,O00343,P012,1,134.00,0.1,839
L000839,O00343,P015,5,254.00,0.10,840
L000840,O00344,P002,1,284.00,0.05,841
L000841,O00345,P016,2,231.00,0.10,842
L000842,O00345,P009,1,93.00,0.00,843
L000843,O00345,P010,2,211.00,0.00,844
L000844,O00346,P023,4,68.00,0.05,845
L000845,O00346,P004,5,123.00,0.05,846
L000846,O00346,P023,5,68.00,0.20,847
L000847,O00346,P003,5,199.00,0.05,848
L000848,O00347,P009,1,93.00,0.10,849
L000849,O00347,P008,2,188.00,0.10,850
L000850,O00348,P016,5,231.00,0.00,851
L000851,O00349,P019,1,78.00,0.20,852
L000852,O00350,P002,5,284.00,0.20,853
L000853,O00350,P016,2,231.00,0.10,854
L000854,O00351,P021,4,249.00,0.20,855
L000855,O00351,P021,2,249.00,0.05,856
L000856,O00351,P014,1,294.00,0.10,857
L000857,O00352,P001,2,122.00,0.10,858
L000858,O00352,P004,2,123.00,0.20,859
L000859,O00352,P011,4,80.00,0.20,860
L000860,O00352,P015,5,254.00,0.05,861
L000861,O00353,P001,3,122.00,0.10,862
L000862,O00353,P023,5,68.00,0.10,863
L000863,O00354,P020,4,189.00,0.00,864
L000864,O00354,P017,2,300.00,0.00,865
L000865,O00355,P002,3,284.00,0.05,866
L000866,O00355,P011,4,80.00,0.20,867
L000867,O00355,P018,1,269.00,0.20,868
L000868,O00356,P011,1,80.00,0.00,869
L000869,O00356,P019,3,78.00,0.05,870
L000870,O00356,P013,4,271.00,0.05,871
L000871,O00357,P013,1,271.00,0.05,872
L000872,O00357,P018,3,269.00,0.10,873
L000873,O00357,P003,4,199.00,0.00,874
L000874,O00357,P015,5,254.00,0.20,875
L000875,O00358,P014,5,294.00,0.20,876
L000876,O00358,P016,2,231.00,0.05,877
L000877,O00358,P021,2,249.00,0.20,878
L000878,O00358,P003,5,199.00,0.05,879
L000879,O00359,P003,4,199.00,0.20,880
L000880,O00359,P010,1,211.00,0.20,881
L000881,O00359,P019,4,78.00,0.05,882
L000882,O00359,P015,3,254.00,0.00,883
L000883,O00360,P014,4,294.00,0.10,884
L000884,O00360,P014,4,294.00,0.10,885
L000885,O00361,P022,2,134.00,0.20,886
L000886,O00361,P012,3,134.00,0.10,887
L000887,O00361,P024,2,81.00,0.05,888
L000888,O00361,P011,2,80.00,0.10,889
L000889,O00362,P010,4,211.00,0.00,890
L000890,O00363,P023,5,68.00,0.20,891
L000891,O00363,P003,3,199.00,0.20,892
L000892,O00364,P002,4,284.00,0.20,893
L000893,O00364,P015,1,254.00,0.20,894
L000894,O00365,P024,3,81.00,0.00,895
L000895,O00365,P007,2,35.00,0.20,896
L000896,O00365,P006,4,196.00,0.20,897
L000897,O00365,P023,4,68.00,0.05,898
L000898,O00366,P013,1,271.00,0.20,899
L000899,O00366,P008,2,188.00,0.10,900
L000900,O00366,P008,3,188.00,0.1,901
L000901,O00366,P009,2,93.00,0.10,902
L000902,O00367,P018,5,269.00,0.10,903
L000903,O00368,P014,2,294.00,0.05,904
L000904,O00369,P003,5,199.00,0.20,905
L000905,O00370,P006,4,196.00,0.00,906
L000906,O00370,P024,2,81.00,0.05,907
L000907,O00371,P017,1,300.00,0.10,908
L000908,O00371,P011,3,80.00,0.00,909
L000909,O00371,P009,5,93.00,0.05,910
L000910,O00372,P022,2,134.00,0.00,911
L000911,O00372,P020,2,189.00,0.10,912
L000912,O00372,P012,5,134.00,0.00,913
L000913,O00372,P002,5,284.00,0.20,914
L000914,O00373,P019,1,78.00,0.00,915
L000915,O00373,P018,1,269.00,0.00,916
L000916,O00374,P022,5,134.00,0.05,917
L000917,O00375,P008,1,188.00,0.20,918
L000918,O00376,P005,3,65.00,0.05,919
L000919,O00376,P011,5,80.00,0.20,920
L000920,O00376,P002,2,284.00,0.20,921
L000921,O00376,P017,2,300.00,0.10,922
L000922,O00377,P019,4,78.00,0.05,923
L000923,O00378,P006,2,196.00,0.05,924
L000924,O00378,P001,5,122.00,0.05,925
L000925,O00379,P024,1,81.00,0.20,926
L000926,O00379,P021,2,249.00,0.00,927
L000927,O00380,P021,4,249.00,0.20,928
L000928,O00380,P021,5,249.00,0.10,929
L000929,O00380,P002,2,284.00,0.10,930
L000930,O00381,P001,5,122.00,0.20,931
L000931,O00381,P017,1,300.00,0.05,932
L000932,O00382,P010,3,211.00,0.10,933
L000933,O00382,P007,2,35.00,0.00,934
L000934,O00382,P017,4,300.00,0.10,935
L000935,O00383,P017,2,300.00,0.10,936
L000936,O00383,P020,2,189.00,0.00,937
L000937,O00383,P003,1,199.00,0.10,938
L000938,O00383,P005,1,65.00,0.00,939
L000939,O00384,P023,4,68.00,0.05,940
L000940,O00384,P008,5,188.00,0.00,941
L000941,O00384,P004,3,123.00,0.20,942
L000942,O00385,P019,5,78.00,0.20,943
L000943,O00385,P008,4,188.00,0.00,944
L000944,O00385,P010,1,211.00,0.10,945
L000945,O00386,P013,2,271.00,0.05,946
L000946,O00386,P023,3,68.00,0.00,947
L000947,O00386,P018,1,269.00,0.20,948
L000948,O00386,P020,5,189.00,0.05,949
L000949,O00387,P013,1,271.00,0.20,950
L000950,O00387,P007,4,35.00,0.10,951
L000951,O00388,P005,3,65.00,0.00,952
L000952,O00388,P009,4,93.00,0.05,953
L000953,O00388,P019,5,78.00,0.20,954
L000954,O00389,P004,4,123.00,0.10,955
L000955,O00389,P009,4,93.00,0.05,956
L000956,O00389,P014,5,294.00,0.20,957
L000957,O00390,P006,4,196.00,0.20,958
L000958,O00391,P020,4,189.00,0.00,959
L000959,O00391,P014,5,294.00,0.05,960
L000960,O00391,P017,2,300.00,0.05,961
L000961,O00391,P015,3,254.00,0.20,962
L000962,O00392,P004,3,123.00,0.1,963
L000963,O00393,P015,5,254.00,0.10,964
L000964,O00394,P011,5,80.00,0.00,965
L000965,O00394,P006,1,196.00,0.10,966
L000966,O00394,P011,1,80.00,0.05,967
L000967,O00394,P010,4,211.00,0.10,968
L000968,O00395,P019,5,78.00,0.20,969
L000969,O00395,P002,3,284.00,0.20,970
L000970,O00395,P023,1,68.00,0.00,971
L000971,O00395,P008,5,188.00,0.10,972
L000972,O00396,P001,4,122.00,0.00,973
L000973,O00396,P018,5,269.00,0.05,974
L000974,O00396,P013,2,271.00,0.05,975
L000975,O00396,P014,4,294.00,0.05,976
L000976,O00397,P016,3,231.00,0.10,977
L000977,O00397,P008,4,188.00,0.10,978
L000978,O00398,P022,3,134.00,0.20,979
L000979,O00399,P003,5,199.00,0.10,980
L000980,O00399,P018,4,269.00,0.20,981
L000981,O00399,P006,5,196.00,0.00,982
L000982,O00399,P022,2,134.00,0.05,983
L000983,O00400,P019,5,78.00,0.05,984
L000984,O00400,P008,1,188.00,0.10,985
L000985,O00401,P008,3,188.00,0.10,986
L000986,O00401,P017,1,300.00,0.20,987
L000987,O00401,P022,1,134.00,0.00,988
L000988,O00402,P016,1,231.00,0.10,989
L000989,O00403,P014,1,294.00,0.05,990
L000990,O00404,P009,5,93.00,0.05,991
L000991,O00404,P014,1,294.00,0.10,992
L000992,O00405,P023,2,68.00,0.20,993
L000993,O00405,P004,5,123.00,0.05,994
L000994,O00405,P018,3,269.00,0.00,995
L000995,O00406,P006,3,196.00,0.20,996
L000996,O00406,P001,1,122.00,0.00,997
L000997,O00407,P020,1,189.00,0.05,998
L000998,O00407,P017,5,300.00,0.05,999
L000999,O00407,P022,3,134.00,0.10,1000
L001000,O00408,P024,4,81.00,0.10,1001
L001001,O00409,P015,4,254.00,0.10,1002
L001002,O00409,P004,4,123.00,0.10,1003
L001003,O00410,P016,4,231.00,0.10,1004
L001004,O00410,P020,4,189.00,0.20,1005
L001005,O00410,P006,2,196.00,0.20,1006
L001006,O00410,P001,4,122.00,0.00,1007
L001007,O00411,P018,5,269.00,0.20,1008
L001008,O00411,P024,4,81.00,0.05,1009
L001009,O00411,P024,2,81.00,0.00,1010
L001010,O00412,P022,2,134.00,0.20,1011
L001011,O00412,P002,5,284.00,0.00,1012
L001012,O00413,P022,4,134.00,0.00,1013
L001013,O00413,P003,4,199.00,0.10,1014
L001014,O00413,P012,1,134.00,0.20,1015
L001015,O00413,P020,3,189.00,0.20,1016
L001016,O00414,P017,1,300.00,0.20,1017
L001017,O00414,P003,3,199.00,0.20,1018
L001018,O00414,P013,1,271.00,0.20,1019
L001019,O00414,P009,3,93.00,0.10,1020
L001020,O00415,P004,5,123.00,0.10,1021
L001021,O00416,P021,1,249.00,0.05,1022
L001022,O00416,P024,4,81.00,0.00,1023
L001023,O00417,P004,5,123.00,0.10,1024
L001024,O00418,P005,5,65.00,0.2,1025
L001025,O00418,P019,5,78.00,0.00,1026
L001026,O00419,P019,5,78.00,0.05,1027
L001027,O00419,P014,1,294.00,0.05,1028
L001028,O00419,P019,1,78.00,0.10,1029
L001029,O00420,P007,2,35.00,0.20,1030
L001030,O00420,P008,1,188.00,0.20,1031
L001031,O00420,P011,2,80.00,0.00,1032
L001032,O00420,P003,1,199.00,0.20,1033
L001033,O00421,P007,4,35.00,0.10,1034
L001034,O00421,P003,3,199.00,0.20,1035
L001035,O00421,P022,4,134.00,0.00,1036
L001036,O00422,P017,5,300.00,0.10,1037
L001037,O00422,P016,1,231.00,0.20,1038
L001038,O00423,P008,4,188.00,0.05,1039
L001039,O00423,P023,5,68.00,0.00,1040
L001040,O00424,P015,2,254.00,0.10,1041
L001041,O00425,P023,3,68.00,0.00,1042
L001042,O00425,P007,1,35.00,0.20,1043
L001043,O00426,P020,4,189.00,0.10,1044
L001044,O00426,P008,2,188.00,0.10,1045
L001045,O00426,P020,3,189.00,0.00,1046
L001046,O00427,P013,4,271.00,0.10,1047
L001047,O00427,P005,4,65.00,0.10,1048
L001048,O00427,P018,5,269.00,0.05,1049
L001049,O00428,P018,2,269.00,0.20,1050
L001050,O00428,P010,2,211.00,0.00,1051
L001051,O00428,P005,1,65.00,0.05,1052
L001052,O00428,P007,1,35.00,0.00,1053
L001053,O00429,P010,4,211.00,0.10,1054
L001054,O00429,P002,4,284.00,0.00,1055
L001055,O00430,P024,1,81.00,0.2,1056
L001056,O00430,P020,2,189.00,0.05,1057
L001057,O00431,P012,3,134.00,0.10,1058
L001058,O00431,P023,3,68.00,0.00,1059
L001059,O00432,P019,3,78.00,0.10,1060
L001060,O00432,P016,5,231.00,0.05,1061
L001061,O00432,P016,2,231.00,0.10,1062
L001062,O00433,P013,4,271.00,0.20,1063
L001063,O00433,P008,5,188.00,0.10,1064
L001064,O00433,P014,3,294.00,0.20,1065
L001065,O00433,P002,1,284.00,0.05,1066
L001066,O00434,P014,2,294.00,0.10,1067
L001067,O00435,P013,3,271.00,0.10,1068
L001068,O00435,P024,4,81.00,0.20,1069
L001069,O00435,P012,2,134.00,0.05,1070
L001070,O00435,P009,5,93.00,0.10,1071
L001071,O00436,P019,4,78.00,0.20,1072
L001072,O00436,P014,4,294.00,0.10,1073
L001073,O00436,P017,1,300.00,0.10,1074
L001074,O00436,P010,3,211.00,0.10,1075
L001075,O00437,P008,4,188.00,0.05,1076
L001076,O00437,P023,4,68.00,0.00,1077
L001077,O00437,P009,4,93.00,0.05,1078
L001078,O00438,P007,1,35.00,0.05,1079
L001079,O00438,P001,4,122.00,0.05,1080
L001080,O00439,P024,1,81.00,0.00,1081
L001081,O00439,P002,5,284.00,0.00,1082
L001082,O00440,P009,4,93.00,0.20,1083
L001083,O00440,P021,3,249.00,0.20,1084
L001084,O00440,P012,4,134.00,0.20,1085
L001085,O00441,P011,3,80.00,0.05,1086
L001086,O00441,P009,1,93.00,0,1087
L001087,O00442,P011,3,80.00,0.00,1088
L001088,O00442,P019,1,78.00,0.00,1089
L001089,O00442,P018,1,269.00,0.10,1090
L001090,O00442,P021,4,249.00,0.05,1091
L001091,O00443,P014,5,294.00,0.05,1092
L001092,O00443,P001,3,122.00,0.00,1093
L001093,O00444,P008,4,188.00,0.20,1094
L001094,O00444,P016,1,231.00,0.20,1095
L001095,O00444,P014,3,294.00,0.10,1096
L001096,O00444,P001,1,122.00,0.20,1097
L001097,O00445,P022,5,134.00,0.20,1098
L001098,O00445,P020,1,189.00,0.00,1099
L001099,O00445,P004,1,123.00,0.10,1100
L001100,O00445,P011,4,80.00,0.00,1101
L001101,O00446,P002,2,284.00,0.05,1102
L001102,O00446,P007,1,35.00,0.05,1103
L001103,O00446,P006,2,196.00,0.20,1104
L001104,O00446,P010,3,211.00,0.10,1105
L001105,O00447,P015,1,254.00,0.10,1106
L001106,O00447,P015,4,254.00,0.20,1107
L001107,O00447,P024,1,81.00,0.20,1108
L001108,O00447,P024,5,81.00,0.20,1109
L001109,O00448,P009,3,93.00,0.10,1110
L001110,O00448,P003,5,199.00,0.20,1111
L001111,O00449,P005,2,65.00,0.20,1112
L001112,O00449,P008,3,188.00,0.05,1113
L001113,O00450,P011,2,80.00,0.00,1114
L001114,O00450,P003,3,199.00,0.10,1115
L001115,O00450,P018,3,269.00,0.00,1116
L001116,O00450,P021,3,249.00,0.00,1117
L001117,O00451,P012,3,134.00,0.2,1118
L001118,O00451,P020,3,189.00,0.10,1119
L001119,O00451,P011,1,80.00,0.00,1120
L001120,O00452,P018,4,269.00,0.05,1121
L001121,O00453,P019,5,78.00,0.10,1122
L001122,O00454,P022,1,134.00,0.10,1123
L001123,O00455,P012,2,134.00,0.05,1124
L001124,O00455,P013,5,271.00,0.20,1125
L001125,O00455,P021,4,249.00,0.10,1126
L001126,O00455,P017,5,300.00,0.20,1127
L001127,O00456,P003,5,199.00,0.20,1128
L001128,O00456,P017,1,300.00,0.05,1129
L001129,O00456,P018,1,269.00,0.20,1130
L001130,O00456,P007,5,35.00,0.05,1131
L001131,O00457,P003,3,199.00,0.20,1132
L001132,O00457,P005,1,65.00,0.05,1133
L001133,O00457,P002,4,284.00,0.05,1134
L001134,O00458,P012,2,134.00,0.10,1135
L001135,O00458,P016,3,231.00,0.10,1136
L001136,O00458,P006,1,196.00,0.20,1137
L001137,O00459,P024,1,81.00,0.00,1138
L001138,O00459,P011,4,80.00,0.05,1139
L001139,O00459,P014,1,294.00,0.20,1140
L001140,O00460,P003,5,199.00,0.10,1141
L001141,O00460,P023,4,68.00,0.20,1142
L001142,O00460,P021,2,249.00,0.20,1143
L001143,O00460,P005,4,65.00,0.05,1144
L001144,O00461,P011,5,80.00,0.10,1145
L001145,O00461,P024,3,81.00,0.10,1146
L001146,O00462,P022,5,134.00,0.10,1147
L001147,O00463,P015,2,254.00,0.20,1148
L001148,O00463,P010,1,211.00,0.2,1149
L001149,O00464,P007,2,35.00,0.10,1150
L001150,O00465,P019,1,78.00,0.05,1151
L001151,O00465,P017,3,300.00,0.20,1152
L001152,O00465,P016,5,231.00,0.10,1153
L001153,O00466,P003,4,199.00,0.20,1154
L001154,O00466,P018,1,269.00,0.20,1155
L001155,O00466,P024,2,81.00,0.10,1156
L001156,O00467,P016,4,231.00,0.10,1157
L001157,O00467,P013,2,271.00,0.20,1158
L001158,O00467,P016,1,231.00,0.20,1159
L001159,O00467,P020,4,189.00,0.05,1160
L001160,O00468,P003,4,199.00,0.20,1161
L001161,O00468,P010,5,211.00,0.10,1162
L001162,O00469,P012,5,134.00,0.20,1163
L001163,O00469,P024,2,81.00,0.10,1164
L001164,O00469,P019,3,78.00,0.10,1165
L001165,O00470,P012,5,134.00,0.10,1166
L001166,O00470,P007,1,35.00,0.05,1167
L001167,O00471,P006,2,196.00,0.10,1168
L001168,O00471,P023,5,68.00,0.10,1169
L001169,O00471,P015,5,254.00,0.20,1170
L001170,O00472,P001,5,122.00,0.00,1171
L001171,O00472,P021,5,249.00,0.05,1172
L001172,O00472,P001,2,122.00,0.05,1173
L001173,O00472,P022,2,134.00,0.05,1174
L001174,O00473,P002,5,284.00,0.20,1175
L001175,O00473,P001,4,122.00,0.00,1176
L001176,O00474,P016,2,231.00,0.00,1177
L001177,O00474,P013,4,271.00,0.10,1178
L001178,O00475,P013,1,271.00,0.00,1179
L001179,O00476,P016,5,231.00,0.1,1180
L001180,O00476,P017,3,300.00,0.20,1181
L001181,O00476,P003,2,199.00,0.05,1182
L001182,O00477,P003,2,199.00,0.00,1183
L001183,O00478,P007,3,35.00,0.10,1184
L001184,O00479,P002,2,284.00,0.05,1185
L001185,O00480,P008,4,188.00,0.00,1186
L001186,O00480,P017,5,300.00,0.10,1187
L001187,O00480,P023,3,68.00,0.00,1188
L001188,O00481,P010,1,211.00,0.00,1189
L001189,O00482,P024,1,81.00,0.10,1190
L001190,O00482,P012,4,134.00,0.20,1191
L001191,O00482,P013,3,271.00,0.00,1192
L001192,O00483,P005,5,65.00,0.10,1193
L001193,O00483,P011,5,80.00,0.00,1194
L001194,O00484,P009,4,93.00,0.05,1195
L001195,O00484,P023,4,68.00,0.00,1196
L001196,O00485,P017,4,300.00,0.20,1197
L001197,O00485,P022,5,134.00,0.10,1198
L001198,O00486,P002,3,284.00,0.05,1199
L001199,O00487,P014,4,294.00,0.05,1200
L001200,O00487,P013,5,271.00,0.20,1201
L001201,O00488,P008,1,188.00,0.00,1202
L001202,O00488,P014,2,294.00,0.20,1203
L001203,O00488,P014,2,294.00,0.20,1204
L001204,O00488,P002,3,284.00,0.20,1205
