order_id,customer_id,order_date,channel,status,source_row
O00578,C0100,2025-09-04,Online,Completed,579
O00579,C0246,2025-11-16,Online,Cancelled,580
O00580,C0042,2025-12-21,Online,Completed,581
O00581,C0112,2025-01-17,Store,Completed,582
O00582,C0091,2025-09-09,Online,Completed,583
O00583,C0185,2025-10-14,Online,Completed,584
O00584,C0139,2025-05-08,Online,Cancelled,585
O00585,C0174,2025-07-14,Store,Cancelled,586
O00586,C0012,2025-12-15,Store,Completed,587
O00587,C0146,2025-05-30,Store,Completed,588
O00588,C0062,2025-05-23,Store,Completed,589
O00589,C0127,2025-07-29,Online,Completed,590
O00590,C0204,2025-06-07,Online,Completed,591
O00591,C0084,2025-01-01,Store,Completed,592
O00592,C0228,2025-06-11,Online,Completed,593
O00593,C0206,2025-05-08,Store,Completed,594
O00594,C0008,2025-08-14,Online,Completed,595
O00595,C0023,2025-01-12,Store,Completed,596
O00596,C0223,2025-09-23,Online,Completed,597
O00597,C0036,2025-11-10,Store,Completed,598
O00598,C0003,2025-03-15,Online,Completed,599
O00599,C0112,2025-03-02,Online,Completed,600
O00600,C0146,2025-12-27,Store,Completed,601
O00601,C0153,2025-02-13,Store,Completed,602
O00602,C0202,2025-02-23,Online,Completed,603
O00603,C0039,2025-12-20,Store,Completed,604
O00604,C0011,2025-01-25,Store,Completed,605
O00605,C0244,2025-11-29,Store,Completed,606
O00606,C0051,2025-02-02,Store,Completed,607
O00607,C0276,2025-03-15,Store,Completed,608
O00608,C0250,2025-09-14,Online,Completed,609
O00609,C0247,2025-06-10,Online,Completed,610
O00610,C0132,2025-01-27,Store,Completed,611
O00611,C0211,2025-10-26,Store,Completed,612
O00612,C0093,2025-11-19,Online,Completed,613
O00613,C0204,2025-06-27,Online,Completed,614
O00614,C0147,2025-05-09,Online,Completed,615
O00615,C0102,2025-02-07,Online,Completed,616
O00616,C0139,2025-11-02,Store,Completed,617
O00617,C0103,2025-12-25,Online,Completed,618
O00618,C0238,2025-12-06,Store,Completed,619
O00619,C0246,2025-11-29,Online,Completed,620
O00620,C0207,2025-05-08,Online,Completed,621
O00621,C0262,2025-01-07,Online,Completed,622
O00622,C0131,2025-03-25,Online,Completed,623
O00623,C0166,2025-05-23,Online,Completed,624
O00624,C0064,2025-07-10,Online,Completed,625
O00625,C0002,2025-03-21,Store,Completed,626
O00626,C0161,2025-11-22,Online,Completed,627
O00627,C0110,2025-04-11,Online,Completed,628
O00628,C0065,2025-11-15,Store,Completed,629
O00629,C0177,2025-04-08,Store,Completed,630
O00630,C0083,2025-06-22,Store,Completed,631
O00631,C0202,2025-03-28,Store,Completed,632
O00632,C0268,2025-09-20,Store,Completed,633
O00633,C0038,2025-12-29,Store,Completed,634
O00634,C0187,2025-12-18,Store,Completed,635
O00635,C0126,2025-09-14,Online,Completed,636
O00636,C0052,2025-08-28,Online,Completed,637
O00637,C0231,2025-08-01,Store,Completed,638
O00638,C0085,2025-12-08,Store,Completed,639
O00639,C0170,2025-06-09,Online,Completed,640
O00640,C0136,2025-12-24,Online,Completed,641
O00641,C0101,2025-09-19,Store,Completed,642
O00642,C0286,2025-02-24,Store,Completed,643
O00643,C0169,2025-09-06,Online,Completed,644
O00644,C0183,2025-10-09,Store,Completed,645
O00645,C0266,2025-10-18,Store,Completed,646
O00646,C0232,2025-08-16,Online,Completed,647
O00647,C0287,2025-03-05,Store,Completed,648
O00648,C0082,2025-01-28,Online,Completed,649
O00649,C0231,2025-01-25,Store,Completed,650
O00650,C0098,2025-08-26,Store,Completed,651
O00651,C0148,2025-08-26,Online,Completed,652
O00652,C0235,2025-09-02,Store,Completed,653
O00653,C0107,2025-09-16,Online,Completed,654
O00654,C0021,2025-06-25,Online,Completed,655
O00655,C0174,2025-10-27,Store,Completed,656
O00656,C0265,2025-01-25,Store,Completed,657
O00657,C0270,2025-10-15,Store,Completed,658
O00658,C0121,2025-01-30,Online,Cancelled,659
O00659,C0003,2025-01-05,Store,Completed,660
O00660,C0064,2025-12-12,Online,Cancelled,661
O00661,C0062,2025-08-18,Online,Completed,662
O00662,C0185,2025-04-19,Online,Completed,663
O00663,C0195,2025-12-01,Store,Completed,664
O00664,C0230,2025-10-01,Store,Completed,665
O00665,C0240,2025-07-30,Online,Completed,666
O00666,C0153,2025-05-23,Online,Completed,667
O00667,C0253,2025-11-26,Online,Cancelled,668
O00668,C0183,2025-08-14,Store,Completed,669
O00669,C0270,2025-02-19,Store,Completed,670
O00670,C0091,2025-09-20,Store,Completed,671
O00671,C0009,2025-07-13,Store,Completed,672
O00672,C0061,2025-01-22,Online,Completed,673
O00673,C0101,2025-01-06,Online,Completed,674
O00674,C0250,2025-08-14,Online,Completed,675
O00675,C0080,2025-11-22,Store,Completed,676
O00676,C0272,2025-11-16,Store,Completed,677
O00677,C0266,2025-06-14,Online,Completed,678
O00678,C0122,2025-12-11,Store,Completed,679
O00679,C0081,2025-11-08,Store,Completed,680
O00680,C0221,2025-09-22,Online,Completed,681
O00681,C0262,2025-05-25,Store,Completed,682
O00682,C0266,2025-08-28,Store,Completed,683
O00683,C0174,2025-10-22,Store,Completed,684
O00684,C0230,2025-03-02,Store,Completed,685
O00685,C0068,2025-01-22,Online,Completed,686
O00686,C0227,2025-10-09,Store,Completed,687
O00687,C0056,2025-06-19,Online,Completed,688
O00688,C0097,2025-09-09,Store,Completed,689
O00689,C0291,2025-05-25,Online,Completed,690
O00690,C0219,2025-01-16,Online,Completed,691
O00691,C0254,2025-03-06,Online,Completed,692
O00692,C0129,2025-02-11,Store,Completed,693
O00693,C0056,2025-03-28,Online,Cancelled,694
O00694,C0154,2025-10-26,Online,Completed,695
O00695,C0200,2025-11-18,Store,Completed,696
O00696,C0241,2025-11-07,Online,Cancelled,697
O00697,C0114,2025-02-18,Store,Completed,698
O00698,C0207,2025-11-10,Store,Completed,699
O00699,C0261,2025-10-28,Store,Completed,700
O00700,C0114,2025-08-11,Store,Completed,701
O00701,C0279,2025-04-11,Store,Completed,702
O00702,C0112,2025-09-03,Store,Completed,703
O00703,C0063,2025-08-22,Online,Completed,704
O00704,C0037,2025-06-04,Online,Completed,705
O00705,C0253,2025-06-07,Online,Completed,706
O00706,C0229,2025-11-24,Online,Completed,707
O00707,C0210,2025-09-10,Store,Completed,708
O00708,C0021,2025-04-25,Store,Cancelled,709
O00709,C0164,2025-02-07,Store,Completed,710
O00710,C0033,2025-03-11,Online,Completed,711
O00711,C0177,2025-12-27,Online,Completed,712
O00712,C0037,2025-08-31,Store,Completed,713
O00713,C0046,2025-09-28,Online,Completed,714
O00714,C0121,2025-02-06,Online,Completed,715
O00715,C0085,2025-05-05,Store,Completed,716
O00716,C0113,2025-07-15,Store,Completed,717
O00717,C0124,2025-08-28,Store,Completed,718
O00718,C0259,2025-06-13,Online,Completed,719
O00719,C0247,2025-07-17,Online,Completed,720
O00720,C0046,2025-03-02,Online,Completed,721
O00721,C0123,2025-11-25,Online,Completed,722
O00722,C0260,2025-04-19,Online,Completed,723
O00723,C0196,2025-12-11,Online,Completed,724
O00724,C0058,2025-12-17,Store,Completed,725
O00725,C0036,2025-11-30,Store,Completed,726
O00726,C0010,2025-02-20,Store,Completed,727
O00727,C0264,2025-06-04,Store,Completed,728
O00728,C0069,2025-05-06,Store,Completed,729
O00729,C0294,2025-09-08,Store,Completed,730
O00730,C0278,2025-01-17,Store,Completed,731
O00731,C0062,2025-07-21,Store,Completed,732
O00732,C0280,2025-10-01,Store,Completed,733
O00733,C0188,2025-10-17,Store,Completed,734
O00734,C0040,2025-10-02,Online,Completed,735
O00735,C0123,2025-01-19,Online,Completed,736
O00736,C0039,2025-06-19,Store,Completed,737
O00737,C0161,2025-10-20,Store,Completed,738
O00738,C0204,2025-10-14,Store,Completed,739
O00739,C0153,2025-08-11,Online,Completed,740
O00740,C0174,2025-05-21,Online,Completed,741
O00741,C0108,2025-10-20,Online,Completed,742
O00742,C0283,2025-07-15,Online,Completed,743
O00743,C0285,2025-10-23,Store,Completed,744
O00744,C0138,2025-08-15,Store,Completed,745
O00745,C0079,2025-07-26,Online,Completed,746
O00746,C0216,2025-07-31,Store,Completed,747
O00747,C0128,2025-07-22,Online,Completed,748
O00748,C0254,2025-03-15,Online,Cancelled,749
O00749,C0285,2025-08-13,Store,Completed,750
O00750,C0144,2025-08-07,Store,Cancelled,751
O00751,C0023,2025-06-12,Store,Completed,752
O00752,C0300,2025-07-12,Online,Completed,753
O00753,C0268,2025-02-22,Store,Completed,754
O00754,C0129,2025-03-11,Online,Completed,755
O00755,C0161,2025-08-20,Store,Completed,756
O00756,C0091,2025-07-24,Store,Completed,757
O00757,C0010,2025-04-23,Store,Completed,758
O00758,C0168,2025-10-21,Store,Completed,759
O00759,C0126,2025-12-23,Online,Completed,760
O00760,C0259,2025-10-15,Store,Completed,761
O00761,C0067,2025-12-20,Store,Completed,762
O00762,C0245,2025-09-22,Store,Completed,763
O00763,C0043,2025-11-27,Online,Completed,764
O00764,C0147,2025-08-24,Store,Completed,765
O00765,C0196,2025-12-13,Store,Completed,766
O00766,C0220,2025-12-01,Online,Completed,767
O00767,C0132,2025-06-18,Store,Completed,768
O00768,C0287,2025-08-13,Store,Completed,769
O00769,C0107,2025-08-21,Online,Completed,770
O00770,C0265,2025-04-04,Store,Completed,771
O00771,C0066,2025-07-14,Online,Completed,772
O00772,C0289,2025-04-15,Store,Completed,773
O00773,C0227,2025-10-03,Online,Completed,774
O00774,C0222,2025-01-26,Online,Cancelled,775
O00775,C0030,2025-04-12,Online,Completed,776
O00776,C0034,2025-02-08,Online,Completed,777
O00777,C0029,2025-12-24,Store,Completed,778
O00778,C0161,2025-04-14,Store,Completed,779
O00779,C0187,2025-11-11,Online,Cancelled,780
O00780,C0080,2025-03-06,Online,Completed,781
O00781,C0252,2025-01-01,Online,Completed,782
O00782,C0042,2025-11-18,Store,Completed,783
O00783,C0183,2025-09-17,Online,Completed,784
O00784,C0167,2025-06-02,Online,Completed,785
O00785,C0204,2025-09-28,Online,Completed,786
O00786,C0064,2025-11-18,Store,Completed,787
O00787,C0254,2025-04-30,Store,Cancelled,788
O00788,C0272,2025-12-15,Store,Completed,789
O00789,C0066,2025-02-02,Online,Completed,790
O00790,C0090,2025-07-09,Online,Completed,791
O00791,C0171,2025-12-29,Store,Completed,792
O00792,C0195,2025-10-05,Online,Completed,793
O00793,C0085,2025-06-19,Online,Completed,794
O00794,C0192,2025-02-01,Store,Completed,795
O00795,C0060,2025-09-16,Online,Completed,796
O00796,C0201,2025-01-05,Online,Completed,797
O00797,C0055,2025-09-10,Online,Completed,798
O00798,C0100,2025-04-11,Online,Completed,799
O00799,C0249,2025-01-11,Store,Completed,800
O00800,C0107,2025-05-22,Store,Completed,801
O00801,C0137,2025-07-30,Store,Completed,802
O00802,C0156,2025-12-08,Online,Completed,803
O00803,C0105,2025-02-25,Store,Completed,804
O00804,C0267,2025-12-09,Store,Completed,805
O00805,C0241,2025-10-05,Online,Completed,806
O00806,C0025,2025-08-05,Online,Completed,807
O00807,C0180,2025-10-19,Store,Completed,808
O00808,C0159,2025-06-16,Store,Completed,809
O00809,C0097,2025-05-17,Online,Completed,810
O00810,C0101,2025-01-24,Store,Completed,811
O00811,C0136,2025-06-13,Store,Completed,812
O00812,C0264,2025-01-27,Store,Completed,813
O00813,C0119,2025-11-17,Store,Completed,814
O00814,C0098,2025-11-28,Online,Completed,815
O00815,C0180,2025-08-15,Online,Completed,816
O00816,C0245,2025-06-26,Store,Completed,817
O00817,C0258,2025-03-18,Store,Completed,818
O00818,C0067,2025-10-10,Store,Completed,819
O00819,C0252,2025-05-21,Online,Cancelled,820
O00820,C0286,2025-12-09,Online,Completed,821
O00821,C0180,2025-04-19,Store,Completed,822
O00822,C0184,2025-11-01,Store,Completed,823
O00823,C0067,2025-12-04,Store,Completed,824
O00824,C0065,2025-03-21,Store,Completed,825
O00825,C0109,2025-07-14,Store,Completed,826
O00826,C0235,2025-04-20,Store,Completed,827
O00827,C0238,2025-07-31,Store,Completed,828
O00828,C0075,2025-07-28,Online,Completed,829
O00829,C0192,2025-11-21,Online,Completed,830
O00830,C0255,2025-06-24,Online,Completed,831
O00831,C0089,2025-07-05,Online,Completed,832
O00832,C0095,2025-03-15,Online,Completed,833
O00833,C0056,2025-04-29,Store,Completed,834
O00834,C0107,2025-06-16,Online,Cancelled,835
O00835,C0145,2025-09-04,Online,Completed,836
O00836,C0291,2025-10-12,Store,Completed,837
O00837,C0038,2025-02-23,Store,Cancelled,838
O00838,C0224,2025-08-05,Store,Completed,839
O00839,C0217,2025-06-17,Store,Completed,840
O00840,C0017,2025-11-22,Store,Completed,841
O00841,C0141,2025-03-31,Online,Completed,842
O00842,C0251,2025-11-01,Store,Completed,843
O00843,C0062,2025-11-08,Online,Completed,844
O00844,C0026,2025-12-26,Online,Completed,845
O00845,C0066,2025-12-05,Online,Completed,846
O00846,C0227,2025-03-23,Store,Completed,847
O00847,C0187,2025-04-18,Online,Completed,848
O00848,C0101,2025-05-19,Online,Completed,849
O00849,C0292,2025-02-25,Store,Completed,850
O00850,C0011,2025-11-18,Online,Completed,851
O00851,C0006,2025-09-19,Store,Completed,852
O00852,C0039,2025-11-26,Online,Cancelled,853
O00853,C0151,2025-12-08,Online,Completed,854
O00854,C0121,2025-09-02,Online,Completed,855
O00855,C0244,2025-04-05,Online,Completed,856
O00856,C0151,2025-05-04,Store,Completed,857
O00857,C0032,2025-06-01,Online,Completed,858
O00858,C0091,2025-12-01,Store,Completed,859
O00859,C0004,2025-10-10,Online,Cancelled,860
O00860,C0140,2025-01-08,Online,Completed,861
O00861,C0102,2025-10-07,Online,Completed,862
O00862,C0257,2025-09-04,Online,Completed,863
O00863,C0047,2025-05-16,Store,Completed,864
O00864,C0173,2025-02-17,Store,Completed,865
O00865,C0226,2025-04-19,Store,Completed,866
O00866,C0278,2025-05-28,Online,Completed,867
O00867,C0194,2025-08-12,Store,Completed,868
O00868,C0196,2025-05-23,Online,Completed,869
O00869,C0210,2025-10-11,Online,Completed,870
O00870,C0266,2025-06-08,Store,Completed,871
O00871,C0017,2025-11-21,Store,Completed,872
O00872,C0299,2025-09-04,Store,Completed,873
O00873,C0063,2025-02-22,Online,Completed,874
O00874,C0207,2025-04-04,Store,Completed,875
O00875,C0173,2025-01-11,Online,Completed,876
O00876,C0122,2025-08-11,Online,Completed,877
O00877,C0199,2025-09-07,Store,Completed,878
O00878,C0011,2025-04-09,Store,Completed,879
O00879,C0088,2025-11-10,Store,Completed,880
O00880,C0128,2025-02-11,Online,Completed,881
O00881,C0249,2025-08-29,Online,Completed,882
O00882,C0230,2025-06-29,Store,Completed,883
O00883,C0205,2025-05-31,Store,Completed,884
O00884,C0125,2025-10-27,Online,Cancelled,885
O00885,C0099,2025-03-12,Store,Completed,886
O00886,C0130,2025-02-26,Online,Completed,887
O00887,C0247,2025-07-13,Online,Completed,888
O00888,C0224,2025-03-02,Store,Completed,889
O00889,C0177,2025-09-10,Store,Completed,890
O00890,C0107,2025-09-10,Online,Completed,891
O00891,C0197,2025-06-17,Store,Completed,892
O00892,C0104,2025-12-25,Online,Completed,893
O00893,C0191,2025-11-20,Store,Completed,894
O00894,C0063,2025-12-20,Store,Completed,895
O00895,C0029,2025-02-23,Store,Completed,896
O00896,C0041,2025-02-28,Store,Completed,897
O00897,C0075,2025-01-25,Store,Completed,898
O00898,C0160,2025-01-04,Online,Completed,899
O00899,C0286,2025-12-10,Store,Completed,900
O00900,C0243,2025-06-19,Online,Completed,901
O00901,C0054,2025-08-12,Store,Completed,902
O00902,C0030,2025-06-23,Online,Completed,903
O00903,C0089,2025-06-05,Online,Completed,904
O00904,C0182,2025-11-26,Store,Completed,905
O00905,C0149,2025-09-12,Store,Completed,906
O00906,C0253,2025-10-28,Online,Completed,907
O00907,C0287,2025-04-13,Online,Cancelled,908
O00908,C0008,2025-10-29,Online,Completed,909
O00909,C0265,2025-07-23,Online,Completed,910
O00910,C0062,2025-06-13,Online,Completed,911
O00911,C0119,2025-10-16,Online,Completed,912
O00912,C0036,2025-10-20,Store,Completed,913
O00913,C0069,2025-08-21,Online,Cancelled,914
O00914,C0051,2025-02-14,Online,Completed,915
O00915,C0225,2025-12-10,Store,Completed,916
O00916,C0124,2025-01-11,Online,Completed,917
O00917,C0071,2025-12-29,Store,Completed,918
O00918,C0235,2025-11-15,Online,Completed,919
O00919,C0264,2025-05-02,Online,Completed,920
O00920,C0214,2025-01-26,Store,Completed,921
O00921,C0023,2025-07-15,Store,Completed,922
O00922,C0235,2025-06-14,Online,Completed,923
O00923,C0131,2025-10-29,Store,Completed,924
O00924,C0203,2025-11-07,Store,Completed,925
O00925,C0005,2025-03-24,Store,Completed,926
O00926,C0300,2025-03-01,Online,Cancelled,927
O00927,C0189,2025-01-03,Online,Completed,928
O00928,C0175,2025-01-06,Store,Completed,929
O00929,C0089,2025-06-25,Online,Completed,930
O00930,C0103,2025-10-31,Store,Completed,931
O00931,C0173,2025-07-01,Online,Completed,932
O00932,C0143,2025-05-31,Store,Completed,933
O00933,C0216,2025-01-18,Store,Completed,934
O00934,C0095,2025-05-02,Online,Completed,935
O00935,C0273,2025-12-04,Store,Completed,936
O00936,C0182,2025-12-29,Online,Completed,937
O00937,C0083,2025-07-20,Online,Completed,938
O00938,C0209,2025-06-02,Store,Completed,939
O00939,C0155,2025-02-23,Store,Completed,940
O00940,C0223,2025-07-05,Online,Completed,941
O00941,C0053,2025-12-13,Store,Completed,942
O00942,C0128,2025-08-10,Store,Completed,943
O00943,C0190,2025-08-07,Online,Completed,944
O00944,C0061,2025-09-29,Online,Completed,945
O00945,C0198,2025-03-03,Online,Completed,946
O00946,C0159,2025-05-22,Store,Completed,947
O00947,C0084,2025-12-20,Store,Completed,948
O00948,C0147,2025-05-11,Store,Completed,949
O00949,C0085,2025-11-08,Store,Completed,950
O00950,C0231,2025-11-09,Online,Completed,951
O00951,C0066,2025-02-18,Store,Completed,952
O00952,C0093,2025-08-10,Online,Completed,953
O00953,C0227,2025-12-31,Online,Cancelled,954
O00954,C0186,2025-01-18,Store,Completed,955
O00955,C0014,2025-06-17,Store,Completed,956
O00956,C0132,2025-06-02,Store,Completed,957
O00957,C0160,2025-09-02,Store,Cancelled,958
O00958,C0241,2025-06-05,Online,Completed,959
O00959,C0235,2025-03-27,Online,Completed,960
O00960,C0034,2025-09-09,Online,Completed,961
O00961,C0179,2025-04-09,Store,Completed,962
O00962,C0195,2025-06-22,Online,Completed,963
O00963,C0126,2025-08-02,Online,Completed,964
O00964,C0139,2025-06-26,Store,Completed,965
O00965,C0167,2025-11-25,Online,Completed,966
O00966,C0275,2025-07-28,Store,Completed,967
O00967,C0132,2025-03-03,Online,Completed,968
O00968,C0087,2025-08-24,Store,Completed,969
O00969,C0149,2025-11-29,Online,Completed,970
O00970,C0260,2025-03-31,Online,Completed,971
O00971,C0075,2025-09-02,Store,Completed,972
O00972,C0071,2025-03-21,Store,Completed,973
O00973,C0135,2025-07-09,Online,Completed,974
O00974,C0113,2025-06-17,Online,Completed,975
O00975,C0264,2025-07-13,Store,Completed,976
O00976,C0046,2025-09-12,Store,Completed,977
O00977,C0170,2025-08-21,Store,Completed,978
O00978,C0281,2025-01-01,Online,Completed,979
O00979,C0168,2025-08-23,Store,Completed,980
O00980,C0255,2025-03-16,Store,Completed,981
O00981,C0174,2025-09-28,Online,Completed,982
O00982,C0207,2025-10-19,Online,Completed,983
O00983,C0064,2025-05-26,Online,Completed,984
O00984,C0034,2025-04-11,Online,Completed,985
O00985,C0214,2025-10-09,Store,Completed,986
O00986,C0072,2025-04-15,Store,Completed,987
O00987,C0204,2025-07-10,Store,Completed,988
O00988,C0134,2025-04-28,Store,Completed,989
O00989,C0226,2025-08-03,Store,Completed,990
O00990,C0007,2025-03-28,Online,Completed,991
O00991,C0062,2025-06-26,Online,Completed,992
O00992,C0068,2025-01-20,Store,Cancelled,993
O00993,C0090,2025-02-27,Store,Completed,994
O00994,C0194,2025-12-25,Store,Completed,995
O00995,C0109,2025-12-02,Online,Completed,996
O00996,C0182,2025-03-11,Store,Completed,997
O00997,C0079,2025-08-27,Store,Completed,998
O00998,C0110,2025-06-20,Online,Completed,999
O00999,C0233,2025-03-31,Store,Completed,1000
O01000,C0171,2025-08-03,Online,Completed,1001
O01001,C0256,2025-06-04,Online,Completed,1002
O01002,C0182,2025-06-01,Store,Completed,1003
O01003,C0063,2025-06-09,Store,Completed,1004
O01004,C0267,2025-09-12,Store,Completed,1005
O01005,C0211,2025-06-01,Online,Completed,1006
O01006,C0186,2025-04-24,Store,Completed,1007
O01007,C0242,2025-10-07,Store,Completed,1008
O01008,C0180,2025-12-16,Store,Completed,1009
O01009,C0210,2025-02-26,Online,Completed,1010
O01010,C0174,2025-06-22,Store,Completed,1011
O01011,C0037,2025-12-01,Store,Cancelled,1012
O01012,C0248,2025-07-07,Online,Completed,1013
O01013,C0260,2025-07-10,Store,Completed,1014
O01014,C0294,2025-09-10,Store,Completed,1015
O01015,C0233,2025-05-02,Online,Completed,1016
O01016,C0030,2025-12-13,Online,Completed,1017
O01017,C0075,2025-12-19,Online,Completed,1018
O01018,C0003,2025-03-26,Online,Completed,1019
O01019,C0121,2025-07-03,Online,Completed,1020
O01020,C0242,2025-01-12,Store,Completed,1021
O01021,C0201,2025-07-26,Online,Completed,1022
O01022,C0112,2025-07-03,Online,Completed,1023
O01023,C0181,2025-01-14,Store,Completed,1024
O01024,C0124,2025-09-04,Online,Cancelled,1025
O01025,C0060,2025-11-22,Online,Completed,1026
O01026,C0094,2025-10-19,Store,Completed,1027
O01027,C0243,2025-05-11,Online,Cancelled,1028
O01028,C0162,2025-11-27,Online,Completed,1029
O01029,C0017,2025-11-27,Store,Completed,1030
O01030,C0157,2025-06-14,Online,Completed,1031
O01031,C0230,2025-08-22,Online,Completed,1032
O01032,C0146,2025-04-06,Store,Completed,1033
O01033,C0227,2025-04-11,Online,Completed,1034
O01034,C0002,2025-02-10,Online,Completed,1035
O01035,C0279,2025-05-02,Online,Completed,1036
O01036,C0030,2025-04-09,Store,Completed,1037
O01037,C0218,2025-11-25,Store,Completed,1038
O01038,C0123,2025-03-16,Store,Completed,1039
O01039,C0243,2025-03-20,Store,Completed,1040
O01040,C0079,2025-11-25,Store,Completed,1041
O01041,C0079,2025-03-03,Online,Completed,1042
O01042,C0196,2025-04-10,Store,Completed,1043
O01043,C0053,2025-07-05,Store,Completed,1044
O01044,C0101,2025-12-28,Online,Completed,1045
O01045,C0278,2025-08-21,Store,Completed,1046
O01046,C0292,2025-12-08,Online,Completed,1047
O01047,C0231,2025-05-29,Online,Cancelled,1048
O01048,C0129,2025-08-31,Store,Completed,1049
O01049,C0045,2025-12-12,Store,Completed,1050
O01050,C0234,2025-05-27,Store,Completed,1051
O01051,C0037,2025-07-01,Store,Completed,1052
O01052,C0108,2025-09-13,Online,Completed,1053
O01053,C0183,2025-01-15,Online,Completed,1054
O01054,C0219,2025-10-07,Store,Completed,1055
O01055,C0272,2025-04-05,Store,Completed,1056
O01056,C0007,2025-03-23,Store,Completed,1057
O01057,C0074,2025-07-16,Online,Completed,1058
O01058,C0248,2025-08-01,Online,Completed,1059
O01059,C0201,2025-07-28,Online,Completed,1060
O01060,C0105,2025-12-19,Online,Completed,1061
O01061,C0288,2025-01-19,Store,Completed,1062
O01062,C0230,2025-07-02,Online,Completed,1063
O01063,C0129,2025-01-17,Store,Completed,1064
O01064,C0014,2025-07-15,Online,Completed,1065
O01065,C0196,2025-02-17,Store,Completed,1066
O01066,C0111,2025-10-23,Online,Cancelled,1067
O01067,C0287,2025-06-13,Store,Completed,1068
O01068,C0197,2025-10-29,Store,Completed,1069
O01069,C0162,2025-10-15,Store,Completed,1070
O01070,C0059,2025-10-26,Store,Completed,1071
O01071,C0117,2025-03-12,Store,Cancelled,1072
O01072,C0196,2025-12-10,Online,Completed,1073
O01073,C0226,2025-07-07,Online,Completed,1074
O01074,C0066,2025-07-15,Store,Completed,1075
O01075,C0088,2025-05-21,Store,Completed,1076
O01076,C0184,2025-09-02,Online,Completed,1077
O01077,C0099,2025-07-07,Online,Completed,1078
O01078,C0300,2025-10-28,Online,Completed,1079
O01079,C0289,2025-08-28,Store,Completed,1080
O01080,C0239,2025-04-20,Store,Completed,1081
O01081,C0239,2025-01-22,Store,Completed,1082
O01082,C0164,2025-01-31,Online,Completed,1083
O01083,C0127,2025-05-30,Online,Completed,1084
O01084,C0170,2025-05-21,Store,Completed,1085
O01085,C0068,2025-04-03,Store,Completed,1086
O01086,C0187,2025-06-04,Store,Completed,1087
O01087,C0046,2025-12-19,Store,Completed,1088
O01088,C0216,2025-04-17,Store,Completed,1089
O01089,C0174,2025-11-05,Online,Completed,1090
O01090,C0276,2025-03-17,Store,Completed,1091
O01091,C0060,2025-02-08,Store,Completed,1092
O01092,C0198,2025-12-19,Store,Completed,1093
O01093,C0205,2025-04-16,Store,Completed,1094
O01094,C0259,2025-11-24,Store,Completed,1095
O01095,C0122,2025-12-02,Online,Completed,1096
O01096,C0213,2025-03-04,Store,Completed,1097
O01097,C0147,2025-06-03,Store,Completed,1098
O01098,C0038,2025-03-24,Store,Completed,1099
O01099,C0152,2025-10-29,Online,Completed,1100
O01100,C0035,2025-09-04,Store,Completed,1101
O01101,C0258,2025-07-08,Store,Completed,1102
O01102,C0039,2025-07-11,Store,Completed,1103
O01103,C0182,2025-10-22,Online,Completed,1104
O01104,C0045,2025-08-26,Store,Completed,1105
O01105,C0229,2025-02-27,Online,Cancelled,1106
O01106,C0162,2025-04-10,Store,Completed,1107
O01107,C0265,2025-11-15,Store,Completed,1108
O01108,C0283,2025-05-11,Online,Completed,1109
O01109,C0289,2025-12-26,Online,Completed,1110
O01110,C0270,2025-01-06,Online,Completed,1111
O01111,C0036,2025-05-15,Online,Completed,1112
O01112,C0221,2025-06-02,Store,Completed,1113
O01113,C0221,2025-05-03,Store,Completed,1114
O01114,C0156,2025-10-15,Store,Completed,1115
O01115,C0220,2025-03-09,Store,Completed,1116
O01116,C0258,2025-09-13,Online,Completed,1117
O01117,C0268,2025-08-03,Store,Completed,1118
O01118,C0034,2025-08-02,Store,Completed,1119
O01119,C0066,2025-01-12,Store,Completed,1120
O01120,C0059,2025-09-23,Online,Completed,1121
O01121,C0150,2025-04-11,Online,Completed,1122
O01122,C0057,2025-05-13,Store,Completed,1123
O01123,C0044,2025-04-30,Store,Completed,1124
O01124,C0296,2025-10-15,Store,Completed,1125
O01125,C0283,2025-07-04,Online,Completed,1126
O01126,C0089,2025-08-20,Online,Completed,1127
O01127,C0040,2025-12-26,Online,Cancelled,1128
O01128,C0181,2025-09-30,Online,Completed,1129
O01129,C0204,2025-02-28,Store,Completed,1130
O01130,C0238,2025-04-03,Store,Completed,1131
O01131,C0077,2025-01-24,Store,Completed,1132
O01132,C0227,2025-09-16,Online,Completed,1133
O01133,C0244,2025-05-08,Store,Completed,1134
O01134,C0182,2025-02-17,Store,Completed,1135
O01135,C0058,2025-10-01,Store,Completed,1136
O01136,C0292,2025-10-09,Store,Completed,1137
O01137,C0285,2025-05-07,Online,Completed,1138
O01138,C0169,2025-12-15,Online,Cancelled,1139
O01139,C0231,2025-11-11,Online,Completed,1140
O01140,C0030,2025-09-27,Online,Completed,1141
O01141,C0186,2025-10-01,Store,Completed,1142
O01142,C0095,2025-05-28,Online,Completed,1143
O01143,C0057,2025-09-01,Online,Completed,1144
O01144,C0198,2025-10-23,Store,Completed,1145
O01145,C0131,2025-09-08,Online,Completed,1146
O01146,C0241,2025-09-12,Online,Cancelled,1147
O01147,C0138,2025-10-17,Store,Completed,1148
O01148,C0038,2025-05-22,Store,Completed,1149
O01149,C0253,2025-10-13,Online,Completed,1150
O01150,C0120,2025-06-22,Online,Completed,1151
