order_id,customer_id,order_date,order_month,channel,region,segment,gross_sales,discounts,sales_before_returns,refunds,net_sales,sold_units,returned_units,completed_orders,purchasing_customers,aov,unit_return_rate,net_sales_share
O00384,C0161,2025-03-12,2025-03,Store,West,Consumer,1581.00,87.4000,1493.6000,0.0000,1493.6000,12,0,1,1,1493.6000,0,0.0007963765931397509755559946694
O00385,C0022,2025-02-27,2025-02,Online,East,Consumer,1353.00,99.1000,1253.9000,0.0000,1253.9000,10,0,1,1,1253.9000,0,0.0006685703067340209883835442661
O00386,C0184,2025-05-20,2025-05,Store,West,Business,1960.00,128.1500,1831.8500,204.0000,1627.8500,11,3,1,1,1627.8500,0.2727272727272727272727272727,0.0008679577109952755929022669540
O00387,C0087,2025-11-06,2025-11,Online,North,Business,411.00,68.2000,342.8000,0.0000,342.8000,5,0,1,1,342.8000,0,0.0001827784521480360433988986159
O00388,C0230,2025-05-09,2025-05,Store,East,Consumer,957.00,96.6000,860.4000,0.0000,860.4000,12,0,1,1,860.4000,0,0.0004587589854964125196628132120
O00389,C0224,2025-10-15,2025-10,Online,West,Consumer,2334.00,361.8000,1972.2000,0.0000,1972.2000,13,0,1,1,1972.2000,0,0.001051562611803840970803115082
O00390,C0038,2025-11-16,2025-11,Online,South,Consumer,784.00,156.8000,627.2000,0.0000,627.2000,4,0,1,1,627.2000,0,0.0003344184515380636126598285060
O00391,C0111,2025-07-29,2025-07,Store,South,Business,3588.00,255.9000,3332.1000,0.0000,3332.1000,14,0,1,1,3332.1000,0,0.001776651343064384189642561488
O00392,C0251,2025-03-15,2025-03,Online,North,Consumer,369.00,36.900,332.100,0.000,332.100,3,0,1,1,332.100,0,0.0001770732904269625729660858528
O00393,C0048,2025-01-25,2025-01,Store,East,Consumer,1270.00,127.0000,1143.0000,0.0000,1143.0000,5,0,1,1,1143.0000,0,0.0006094392380548576359537372168
O00395,C0270,2025-01-21,2025-01,Store,East,Business,2250.00,342.4000,1907.6000,68.0000,1839.6000,14,1,1,1,1839.6000,0.07142857142857142857142857143,0.0009808612618772669353460148592
O00396,C0109,2025-11-07,2025-11,Online,West,Business,3551.00,153.1500,3397.8500,0.0000,3397.8500,15,0,1,1,3397.8500,0,0.001811708762051354346741387579
O00397,C0201,2025-10-18,2025-10,Store,East,Consumer,1445.00,144.5000,1300.5000,0.0000,1300.5000,7,0,1,1,1300.5000,0,0.0006934170858183222708292521877
O00398,C0093,2025-07-18,2025-07,Online,North,Consumer,402.00,80.4000,321.6000,0.0000,321.6000,3,0,1,1,321.6000,0,0.0001714747672427315973077181880
O00399,C0213,2025-03-23,2025-03,Store,East,Business,3319.00,328.1000,2990.9000,1022.8000,1968.1000,16,6,1,1,1968.1000,0.375,0.001049376521798569827926990566
O00400,C0140,2025-07-26,2025-07,Store,East,Consumer,578.00,38.3000,539.7000,0.0000,539.7000,6,0,1,1,539.7000,0,0.0002877640916694721488400979667
O00401,C0029,2025-08-28,2025-08,Online,East,Consumer,998.00,116.4000,881.6000,0.0000,881.6000,5,0,1,1,881.6000,0,0.0004700626704017169657539936399
O00402,C0072,2025-03-04,2025-03,Online,South,Business,231.00,23.1000,207.9000,0.0000,207.9000,1,0,1,1,207.9000,0,0.0001108507590477733180356797615
O00403,C0204,2025-01-29,2025-01,Store,South,Consumer,294.00,14.7000,279.3000,0.0000,279.3000,1,0,1,1,279.3000,0,0.0001489207167005439525125798816
O00404,C0065,2025-08-17,2025-08,Store,East,Consumer,759.00,52.6500,706.3500,264.6000,441.7500,6,1,1,1,441.7500,0.1666666666666666666666666667,0.0002355378682508603330556110372
O00405,C0145,2025-04-29,2025-04,Store,West,Business,1558.00,57.9500,1500.0500,269.0000,1231.0500,10,1,1,1,1231.0500,0.1,0.0006563868538997659604031917767
O00406,C0144,2025-05-17,2025-05,Online,North,Consumer,710.00,117.6000,592.4000,0.0000,592.4000,4,0,1,1,592.4000,0,0.0003158633461274695219063813887
O00407,C0093,2025-09-10,2025-09,Online,North,Consumer,2091.00,124.6500,1966.3500,0.0000,1966.3500,9,0,1,1,1966.3500,0,0.001048443434601197998650595955
O00409,C0137,2025-12-23,2025-12,Online,South,Consumer,1508.00,150.8000,1357.2000,0.0000,1357.2000,8,0,1,1,1357.2000,0,0.0007236491110131695393844375772
O00410,C0109,2025-02-09,2025-02,Store,West,Business,2560.00,322.0000,2238.0000,453.6000,1784.4000,14,3,1,1,1784.4000,0.2142857142857142857142857143,0.0009514290257087383775991677075
O00411,C0107,2025-04-04,2025-04,Store,South,Consumer,1831.00,285.2000,1545.8000,0.0000,1545.8000,11,0,1,1,1545.8000,0,0.0008242092512556421116861653454
O00412,C0260,2025-03-31,2025-03,Store,South,Consumer,1688.00,53.6000,1634.4000,107.2000,1527.2000,7,1,1,1,1527.2000,0.1428571428571428571428571429,0.0008142918673292900976627711965
O00413,C0039,2025-11-12,2025-11,Online,North,Business,2033.00,219.8000,1813.2000,0.0000,1813.2000,12,0,1,1,1813.2000,0,0.0009667849750140576251192618736
O00414,C0299,2025-08-25,2025-08,Store,North,Consumer,1447.00,261.5000,1185.5000,240.0000,945.5000,8,1,1,1,945.5000,0.125,0.0005041336829228940461892025709
O00415,C0177,2025-09-24,2025-09,Store,West,Business,615.00,61.5000,553.5000,0.0000,553.5000,5,0,1,1,553.5000,0,0.0002951221507116042882768097546
O00416,C0256,2025-03-24,2025-03,Online,North,Consumer,573.00,12.4500,560.5500,0.0000,560.5500,5,0,1,1,560.5500,0,0.0002988811591353022290759994724
O00417,C0100,2025-12-27,2025-12,Store,West,Consumer,615.00,61.5000,553.5000,0.0000,553.5000,5,0,1,1,553.5000,0,0.0002951221507116042882768097546
O00418,C0036,2025-01-02,2025-01,Store,West,Consumer,715.00,65.0000,650.0000,0.0000,650.0000,10,0,1,1,650.0000,0,0.0003465752447381080169465697209
O00419,C0180,2025-05-09,2025-05,Online,West,Consumer,762.00,42.0000,720.0000,0.0000,720.0000,7,0,1,1,720.0000,0,0.0003838987326329811880023541523
O00420,C0125,2025-09-01,2025-09,Online,South,Business,617.00,91.4000,525.6000,159.2000,366.4000,6,1,1,1,366.4000,0.1666666666666666666666666667,0.0001953617994954504267834202242
O00421,C0201,2025-01-22,2025-01,Online,East,Consumer,1273.00,133.4000,1139.6000,0.0000,1139.6000,11,0,1,1,1139.6000,0,0.0006076263829285352247881705445
O00422,C0222,2025-11-15,2025-11,Online,East,Consumer,1731.00,196.2000,1534.8000,0.0000,1534.8000,6,0,1,1,1534.8000,0,0.0008183441317293048990916849347
O00423,C0114,2025-02-06,2025-02,Online,North,Business,1092.00,37.6000,1054.4000,0.0000,1054.4000,9,0,1,1,1054.4000,0,0.0005621983662336324508745586364
O00424,C0040,2025-07-11,2025-07,Store,North,Consumer,508.00,50.8000,457.2000,0.0000,457.2000,2,0,1,1,457.2000,0,0.0002437756952219430543814948867
O00425,C0109,2025-09-11,2025-09,Online,West,Business,239.00,7.0000,232.0000,0.0000,232.0000,4,0,1,1,232.0000,0,0.0001237007027372939383563141158
O00426,C0002,2025-08-27,2025-08,Online,West,Consumer,1699.00,113.2000,1585.8000,680.4000,905.4000,9,4,1,1,905.4000,0.4444444444444444444444444444,0.0004827526562859738439129603466
O00427,C0256,2025-04-29,2025-04,Online,North,Consumer,2689.00,201.6500,2487.3500,0.0000,2487.3500,13,0,1,1,2487.3500,0,0.001326236823075896886080077223
O00428,C0224,2025-02-26,2025-02,Online,West,Consumer,1060.00,110.8500,949.1500,0.0000,949.1500,6,0,1,1,949.1500,0,0.0005060798362202695758228256162
O00429,C0112,2025-02-08,2025-02,Store,South,Business,1980.00,84.4000,1895.6000,0.0000,1895.6000,8,0,1,1,1895.6000,0,0.001010720052193165472190642404
O00430,C0250,2025-05-29,2025-05,Online,West,Consumer,459.00,35.1000,423.9000,0.0000,423.9000,3,0,1,1,423.9000,0,0.0002260203788376676744363860072
O00431,C0142,2025-05-02,2025-05,Store,West,Business,606.00,40.2000,565.8000,68.0000,497.8000,6,1,1,1,497.8000,0.1666666666666666666666666667,0.0002654233182009694935938498570
O00432,C0223,2025-07-27,2025-07,Store,East,Consumer,1851.00,127.3500,1723.6500,207.9000,1515.7500,10,1,1,1,1515.7500,0.1,0.0008081868110950572718257893145
O00433,C0226,2025-03-11,2025-03,Store,South,Business,3190.00,501.4000,2688.6000,867.2000,1821.4000,13,4,1,1,1821.4000,0.3076923076923076923076923077,0.0009711571550245999108715109070
O00434,C0080,2025-05-06,2025-05,Store,East,Consumer,588.00,58.8000,529.2000,0.0000,529.2000,2,0,1,1,529.2000,0,0.0002821655684852411731817303020
O00435,C0279,2025-11-09,2025-11,Store,South,Business,1870.00,206.0000,1664.0000,0.0000,1664.0000,14,0,1,1,1664.0000,0,0.0008872326265295565233832184854
O00436,C0153,2025-12-21,2025-12,Online,East,Business,2421.00,273.3000,2147.7000,0.0000,2147.7000,12,0,1,1,2147.7000,0,0.001145137927883130135378688907
O00437,C0269,2025-09-21,2025-09,Store,East,Business,1396.00,56.2000,1339.8000,0.0000,1339.8000,12,0,1,1,1339.8000,0,0.0007143715583078724940077140185
O00438,C0086,2025-07-29,2025-07,Store,North,Business,523.00,26.1500,496.8500,0.0000,496.8500,5,0,1,1,496.8500,0,0.0002649167851509676434152356397
O00439,C0165,2025-12-22,2025-12,Online,West,Consumer,1501.00,0.0000,1501.0000,284.0000,1217.0000,6,1,1,1,1217.0000,0.1666666666666666666666666667,0.0006488954966865807024984236158
O00440,C0095,2025-07-28,2025-07,Store,East,Consumer,1655.00,331.0000,1324.0000,0.0000,1324.0000,11,0,1,1,1324.0000,0,0.0007059471138973154068265512468
O00441,C0231,2025-05-23,2025-05,Store,West,Business,333.00,12.0000,321.0000,0.0000,321.0000,4,0,1,1,321.0000,0,0.0001711548516322041129843828929
O00442,C0192,2025-01-09,2025-01,Online,South,Business,1583.00,76.7000,1506.3000,0.0000,1506.3000,9,0,1,1,1506.3000,0,0.0008031481402292493937332584162
O00443,C0254,2025-03-14,2025-03,Store,East,Business,1836.00,73.5000,1762.5000,0.0000,1762.5000,8,0,1,1,1762.5000,0,0.0009397521059244851997974294354
O00444,C0169,2025-02-19,2025-02,Online,North,Consumer,1987.00,309.2000,1677.8000,97.6000,1580.2000,9,1,1,1,1580.2000,0.1111111111111111111111111111,0.0008425510795925512128907222660
O00445,C0089,2025-07-26,2025-07,Online,South,Business,1302.00,146.3000,1155.7000,0.0000,1155.7000,11,0,1,1,1155.7000,0,0.0006162107851443560541310009637
O00446,C0033,2025-09-11,2025-09,Online,South,Business,1628.00,171.8500,1456.1500,0.0000,1456.1500,8,0,1,1,1456.1500,0,0.0007764085271159938290411499985
O00447,C0110,2025-05-16,2025-05,Online,West,Consumer,1756.00,325.8000,1430.2000,812.8000,617.4000,11,4,1,1,617.4000,0.3636363636363636363636363636,0.0003291931632327813687120186856
O00448,C0016,2025-08-28,2025-08,Store,East,Consumer,1274.00,226.9000,1047.1000,0.0000,1047.1000,8,0,1,1,1047.1000,0,0.0005583060596388813916073125457
O00449,C0113,2025-12-12,2025-12,Online,South,Consumer,694.00,54.2000,639.8000,0.0000,639.8000,5,0,1,1,639.8000,0,0.0003411366793591407834498697037
O00450,C0066,2025-12-17,2025-12,Online,North,Business,2311.00,59.7000,2251.3000,0.0000,2251.3000,11,0,1,1,2251.3000,0,0.001200376689967542428541249866
O00451,C0275,2025-08-02,2025-08,Store,East,Business,1049.00,137.1000,911.9000,0.0000,911.9000,7,0,1,1,911.9000,0,0.0004862184087333549240824260438
O00452,C0298,2025-01-07,2025-01,Online,North,Business,1076.00,53.8000,1022.2000,0.0000,1022.2000,4,0,1,1,1022.2000,0,0.0005450295618019907921888977979
O00454,C0070,2025-07-02,2025-07,Store,West,Business,134.00,13.4000,120.6000,0.0000,120.6000,1,0,1,1,120.6000,0,0.00006430303771602434899039432052
O00455,C0120,2025-11-18,2025-11,Store,South,Consumer,4119.00,684.0000,3435.0000,0.0000,3435.0000,16,0,1,1,3435.0000,0,0.001831516870269847751094564602
O00456,C0296,2025-05-21,2025-05,Online,East,Business,1739.00,276.5500,1462.4500,0.0000,1462.4500,12,0,1,1,1462.4500,0,0.0007797676410265324144361705973
O00457,C0059,2025-09-10,2025-09,Online,South,Business,1798.00,179.4500,1618.5500,0.0000,1618.5500,8,0,1,1,1618.5500,0,0.0008629990190320995858905698795
O00458,C0170,2025-08-07,2025-08,Online,East,Business,1157.00,135.3000,1021.7000,0.0000,1021.7000,6,0,1,1,1021.7000,0,0.0005447629654598845552527850520
O00459,C0033,2025-09-27,2025-09,Store,South,Business,695.00,74.8000,620.2000,311.2000,309.0000,6,2,1,1,309.0000,0.3333333333333333333333333333,0.0001647565394216544265176769904
O00462,C0115,2025-09-06,2025-09,Online,North,Consumer,670.00,67.0000,603.0000,241.2000,361.8000,5,2,1,1,361.8000,0.4,0.0001929091131480730469711829616
O00463,C0197,2025-06-30,2025-06,Online,East,Business,719.00,143.8000,575.2000,0.0000,575.2000,3,0,1,1,575.2000,0,0.0003066924319590149713041029284
O00464,C0154,2025-11-15,2025-11,Store,North,Business,70.00,7.0000,63.0000,0.0000,63.0000,2,0,1,1,63.0000,0,0.00003359113910538585395020598833
O00466,C0019,2025-07-15,2025-07,Online,North,Business,1227.00,229.2000,997.8000,0.0000,997.8000,7,0,1,1,997.8000,0,0.0005320196603072064297065957961
O00467,C0055,2025-04-10,2025-04,Store,East,Consumer,2453.00,284.8000,2168.2000,179.5500,1988.6500,11,1,1,1,1988.6500,0.09090909090909090909090909091,0.001060333631459136166001224424
O00468,C0249,2025-06-23,2025-06,Online,North,Consumer,1851.00,264.7000,1586.3000,0.0000,1586.3000,9,0,1,1,1586.3000,0,0.0008458035549662473035112977665
O00469,C0014,2025-11-23,2025-11,Online,North,Business,1066.00,173.6000,892.4000,0.0000,892.4000,10,0,1,1,892.4000,0,0.0004758211513912116835740289521
O00470,C0200,2025-08-16,2025-08,Online,West,Consumer,705.00,68.7500,636.2500,0.0000,636.2500,6,0,1,1,636.2500,0,0.0003392438453301865012034692075
O00472,C0112,2025-04-08,2025-04,Store,South,Business,2367.00,87.8500,2279.1500,0.0000,2279.1500,14,0,1,1,2279.1500,0,0.001215226106222859825882729814
O00473,C0042,2025-01-05,2025-01,Online,South,Consumer,1908.00,284.0000,1624.0000,227.2000,1396.8000,9,1,1,1,1396.8000,0.1111111111111111111111111111,0.0007447635413079835047245670555
O00474,C0182,2025-05-04,2025-05,Online,West,Business,1546.00,108.4000,1437.6000,0.0000,1437.6000,6,0,1,1,1437.6000,0,0.0007665178028238524387113671242
O00476,C0201,2025-03-26,2025-03,Online,East,Consumer,2453.00,315.4000,2137.6000,831.6000,1306.0000,10,4,1,1,1306.0000,0.4,0.0006963496455814908771264923930
O00477,C0073,2025-03-14,2025-03,Online,South,Business,398.00,0.0000,398.0000,0.0000,398.0000,2,0,1,1,398.0000,0,0.0002122106883165646011457457675
O00478,C0103,2025-02-23,2025-02,Store,West,Consumer,105.00,10.5000,94.5000,0.0000,94.5000,3,0,1,1,94.5000,0,0.00005038670865807878092530898249
O00479,C0052,2025-12-30,2025-12,Online,North,Consumer,568.00,28.4000,539.6000,0.0000,539.6000,2,0,1,1,539.6000,0,0.0002877107724010509014528754175
O00480,C0257,2025-09-17,2025-09,Online,North,Business,2456.00,150.0000,2306.0000,0.0000,2306.0000,12,0,1,1,2306.0000,0,0.001229542329793964749351984271
O00481,C0210,2025-11-16,2025-11,Online,North,Consumer,211.00,0.0000,211.0000,0.0000,211.0000,1,0,1,1,211.0000,0,0.0001125036563688319870395787863
O00482,C0073,2025-07-16,2025-07,Online,South,Business,1430.00,115.3000,1314.7000,0.0000,1314.7000,8,0,1,1,1314.7000,0,0.0007009884219341393998148541723
O00483,C0287,2025-09-02,2025-09,Store,South,Consumer,725.00,32.5000,692.5000,0.0000,692.5000,10,0,1,1,692.5000,0,0.0003692359338171381565161531257
O00484,C0039,2025-09-30,2025-09,Store,North,Business,644.00,18.6000,625.4000,0.0000,625.4000,8,0,1,1,625.4000,0,0.0003334587047064811596898226207
O00485,C0233,2025-03-10,2025-03,Online,South,Business,1870.00,307.0000,1563.0000,0.0000,1563.0000,9,0,1,1,1563.0000,0,0.0008333801654240966622884438057
O00487,C0036,2025-10-30,2025-10,Online,West,Consumer,2531.00,329.8000,2201.2000,0.0000,2201.2000,9,0,1,1,2201.2000,0,0.001173663736488497487542752722
O00488,C0154,2025-10-09,2025-10,Store,North,Business,2216.00,405.6000,1810.4000,0.0000,1810.4000,8,0,1,1,1810.4000,0,0.0009652920354982626982770304964
O00489,C0284,2025-10-28,2025-10,Store,South,Consumer,1697.00,135.3000,1561.7000,0.0000,1561.7000,8,0,1,1,1561.7000,0,0.0008326870149346204462545506663
O00491,C0091,2025-07-14,2025-07,Store,North,Business,548.00,81.7000,466.3000,0.0000,466.3000,4,0,1,1,466.3000,0,0.0002486277486482765666187468628
O00492,C0019,2025-09-24,2025-09,Store,North,Business,2427.00,238.2000,2188.8000,0.0000,2188.8000,13,0,1,1,2188.8000,0,0.001167052147204262811527156623
O00493,C0282,2025-01-19,2025-01,Online,East,Business,488.00,97.6000,390.4000,0.0000,390.4000,4,0,1,1,390.4000,0,0.0002081584239165497997168320293
O00494,C0299,2025-07-07,2025-07,Store,North,Consumer,2631.00,178.3500,2452.6500,0.0000,2452.6500,11,0,1,1,2452.6500,0,0.001307735036933724042713852655
O00495,C0188,2025-04-11,2025-04,Online,South,Business,35.00,7.0000,28.0000,0.0000,28.0000,1,0,1,1,28.0000,0,0.00001492939515794926842231377259
O00496,C0122,2025-07-02,2025-07,Online,North,Business,1614.00,117.3000,1496.7000,140.4000,1356.3000,8,2,1,1,1356.3000,0.25,0.0007231692375973783128994346345
O00497,C0256,2025-01-02,2025-01,Store,North,Consumer,2489.00,187.9500,2301.0500,0.0000,2301.0500,13,0,1,1,2301.0500,0,0.001226903026007113003684468086
O00498,C0197,2025-10-25,2025-10,Online,East,Business,1136.00,113.6000,1022.4000,511.2000,511.2000,4,2,1,1,511.2000,0.5,0.0002725681001694166434816714482
O00499,C0057,2025-12-21,2025-12,Online,South,Business,1460.00,292.0000,1168.0000,0.0000,1168.0000,8,0,1,1,1168.0000,0,0.0006227690551601694827593745138
O00500,C0157,2025-04-26,2025-04,Online,West,Business,924.00,156.8000,767.2000,0.0000,767.2000,8,0,1,1,767.2000,0,0.0004090654273278099547713973690
O00501,C0221,2025-02-20,2025-02,Online,West,Business,1627.00,274.8500,1352.1500,0.0000,1352.1500,14,0,1,1,1352.1500,0,0.0007209564879578965463296988432
O00502,C0062,2025-01-10,2025-01,Store,West,Business,1983.00,188.7000,1794.3000,0.0000,1794.3000,9,0,1,1,1794.3000,0,0.0009567076332824418689342000771
O00503,C0008,2025-10-05,2025-10,Store,North,Consumer,924.00,184.8000,739.2000,0.0000,739.2000,4,0,1,1,739.2000,0,0.0003941360321698606863490835964
O00504,C0053,2025-11-07,2025-11,Online,West,Business,2173.00,353.4500,1819.5500,0.0000,1819.5500,13,0,1,1,1819.5500,0,0.0009701707485588068342078937471
O00505,C0057,2025-09-03,2025-09,Store,South,Business,1136.00,56.8000,1079.2000,0.0000,1079.2000,4,0,1,1,1079.2000,0,0.0005754215448021018029057508350
O00506,C0081,2025-01-15,2025-01,Store,North,Consumer,284.00,0.0000,284.0000,0.0000,284.0000,1,0,1,1,284.0000,0,0.0001514267223163425797120396934
O00507,C0004,2025-02-20,2025-02,Store,North,Consumer,1392.00,112.4000,1279.6000,0.0000,1279.6000,11,0,1,1,1279.6000,0,0.0006822733587182815668997394074
O00508,C0166,2025-04-11,2025-04,Online,North,Business,1132.00,90.1000,1041.9000,0.0000,1041.9000,7,0,1,1,1041.9000,0,0.0005555334576809765274717399879
O00509,C0278,2025-03-29,2025-03,Store,North,Consumer,268.00,26.8000,241.2000,0.0000,241.2000,2,0,1,1,241.2000,0,0.0001286060754320486979807886410
O00510,C0223,2025-09-05,2025-09,Store,East,Consumer,1160.00,76.8000,1083.2000,169.2000,914.0000,6,1,1,1,914.0000,0.1666666666666666666666666667,0.0004873381133702011192140995767
O00511,C0024,2025-09-26,2025-09,Online,South,Business,1502.00,62.9500,1439.0500,0.0000,1439.0500,10,0,1,1,1439.0500,0,0.0007672909322159605258260940874
O00512,C0285,2025-06-16,2025-06,Store,East,Consumer,560.00,24.6000,535.4000,0.0000,535.4000,5,0,1,1,535.4000,0,0.0002854713631273585111895283516
O00513,C0009,2025-12-09,2025-12,Store,South,Business,3571.00,249.5500,3321.4500,0.0000,3321.4500,14,0,1,1,3321.4500,0,0.001770972840977521342903359999
O00514,C0144,2025-05-17,2025-05,Store,North,Consumer,747.00,74.7000,672.3000,0.0000,672.3000,3,0,1,1,672.3000,0,0.0003584654415960461842971981897
O00515,C0091,2025-05-04,2025-05,Online,North,Business,2927.00,252.5500,2674.4500,0.0000,2674.4500,15,0,1,1,2674.4500,0,0.001425997174292050747573466754
O00516,C0002,2025-05-15,2025-05,Store,West,Consumer,644.00,96.8000,547.2000,0.0000,547.2000,8,0,1,1,547.2000,0,0.0002917630368010657028817891558
O00518,C0184,2025-08-15,2025-08,Store,West,Business,762.00,0.0000,762.0000,0.0000,762.0000,3,0,1,1,762.0000,0,0.0004062928253699050906358248112
O00519,C0098,2025-01-30,2025-01,Store,West,Business,908.00,181.6000,726.4000,0.0000,726.4000,5,0,1,1,726.4000,0,0.0003873111658119410207845973004
O00520,C0197,2025-09-05,2025-09,Online,East,Business,1929.00,193.2000,1735.8000,0.0000,1735.8000,8,0,1,1,1735.8000,0,0.0009255158612560121474090088023
O00521,C0047,2025-01-12,2025-01,Online,West,Consumer,1277.00,80.0000,1197.0000,52.0000,1145.0000,8,1,1,1,1145.0000,0.125,0.0006105056234232825836981882006
O00522,C0266,2025-07-20,2025-07,Online,North,Business,405.00,6.7000,398.3000,0.0000,398.3000,2,0,1,1,398.3000,0,0.0002123706461218283433074134151
O00523,C0223,2025-03-09,2025-03,Store,East,Consumer,399.00,5.2500,393.7500,0.0000,393.7500,4,0,1,1,393.7500,0,0.0002099446194086615871887874271
O00524,C0025,2025-09-06,2025-09,Store,East,Business,246.00,12.3000,233.7000,0.0000,233.7000,2,0,1,1,233.7000,0,0.0001246071303004551439390974519
O00525,C0106,2025-11-02,2025-11,Store,East,Business,1348.00,134.8000,1213.2000,314.1000,899.1000,9,3,1,1,899.1000,0.3333333333333333333333333333,0.0004793935423754352585179397477
O00526,C0067,2025-12-23,2025-12,Store,East,Business,1739.00,39.0000,1700.0000,0.0000,1700.0000,9,0,1,1,1700.0000,0,0.0009064275631612055827833361930
O00528,C0104,2025-05-27,2025-05,Store,North,Business,312.00,0.0000,312.0000,0.0000,312.0000,4,0,1,1,312.0000,0,0.0001663561174742918481343534660
O00529,C0189,2025-06-09,2025-06,Store,North,Consumer,1095.00,51.7500,1043.2500,0.0000,1043.2500,9,0,1,1,1043.2500,0,0.0005562532678046633671992444020
O00530,C0294,2025-04-24,2025-04,Store,South,Consumer,1334.00,6.7000,1327.3000,0.0000,1327.3000,5,0,1,1,1327.3000,0,0.0007077066497552165706048953700
O00531,C0022,2025-01-08,2025-01,Online,East,Consumer,813.00,42.7500,770.2500,0.0000,770.2500,8,0,1,1,770.2500,0,0.0004106916650146580000816851192
O00532,C0136,2025-12-11,2025-12,Store,West,Consumer,3394.00,566.8000,2827.2000,81.0000,2746.2000,15,1,1,1,2746.2000,0.06666666666666666666666666667,0.001464253749384295747905645796
O00533,C0161,2025-02-06,2025-02,Store,West,Consumer,715.00,71.5000,643.5000,109.8000,533.7000,8,1,1,1,533.7000,0.125,0.0002845649355641973056067450154
O00534,C0112,2025-07-12,2025-07,Online,South,Business,1868.00,130.0000,1738.0000,914.4000,823.6000,7,4,1,1,823.6000,0.5714285714285714285714285714,0.0004391374947173934811649151109
O00535,C0006,2025-11-09,2025-11,Online,East,Consumer,1136.00,100.0000,1036.0000,0.0000,1036.0000,9,0,1,1,1036.0000,0,0.0005523876208441229316256095859
O00536,C0236,2025-05-04,2025-05,Online,West,Business,542.00,108.4000,433.6000,0.0000,433.6000,2,0,1,1,433.6000,0,0.0002311923478745286709969732784
O00537,C0104,2025-01-08,2025-01,Store,North,Business,807.00,80.7000,726.3000,726.3000,0.0000,3,3,1,1,0.0000,1,0
O00538,C0242,2025-11-23,2025-11,Store,South,Business,231.00,11.5500,219.4500,0.0000,219.4500,1,0,1,1,219.4500,0,0.0001170091345504273912598841927
O00539,C0112,2025-02-07,2025-02,Store,South,Business,134.00,0.0000,134.0000,0.0000,134.0000,1,0,1,1,134.0000,0,0.00007144781968447149887821591169
O00540,C0098,2025-06-20,2025-06,Online,West,Business,796.00,39.8000,756.2000,0.0000,756.2000,4,0,1,1,756.2000,0,0.0004032003078014727421769169583
O00541,C0096,2025-03-27,2025-03,Online,North,Consumer,1021.00,80.0000,941.0000,0.0000,941.0000,11,0,1,1,941.0000,0,0.0005017343158439379137641878574
O00542,C0283,2025-03-01,2025-03,Store,East,Business,803.00,123.0000,680.0000,0.0000,680.0000,6,0,1,1,680.0000,0,0.0003625710252644822331133344772
O00543,C0034,2025-06-08,2025-06,Store,East,Consumer,1279.00,113.9500,1165.0500,0.0000,1165.0500,9,0,1,1,1165.0500,0,0.0006211961367417426848363093128
O00544,C0275,2025-11-13,2025-11,Store,East,Business,2762.00,318.6000,2443.4000,1046.0000,1397.4000,12,5,1,1,1397.4000,0.4166666666666666666666666667,0.0007450834569185109890479023507
O00545,C0070,2025-06-10,2025-06,Store,West,Business,564.00,0.0000,564.0000,0.0000,564.0000,3,0,1,1,564.0000,0,0.0003007206738958352639351774193
O00546,C0196,2025-01-06,2025-01,Store,West,Consumer,982.00,22.3000,959.7000,0.0000,959.7000,9,0,1,1,959.7000,0,0.0005117050190387111751748045556
O00547,C0099,2025-11-06,2025-11,Online,West,Consumer,878.00,157.3000,720.7000,0.0000,720.7000,5,0,1,1,720.7000,0,0.0003842719675119299197129119967
O00548,C0274,2025-09-22,2025-09,Online,North,Business,234.00,11.7000,222.3000,0.0000,222.3000,3,0,1,1,222.3000,0,0.0001185287337004329417957268445
O00549,C0246,2025-06-12,2025-06,Store,South,Consumer,1824.00,226.2000,1597.8000,240.0000,1357.8000,7,1,1,1,1357.8000,0.1428571428571428571428571429,0.0007239690266236970237077728723
O00550,C0097,2025-05-20,2025-05,Online,West,Business,1337.00,146.8000,1190.2000,0.0000,1190.2000,7,0,1,1,1190.2000,0,0.0006346059327496864027227804335
O00551,C0086,2025-05-14,2025-05,Online,North,Business,1106.00,152.9500,953.0500,0.0000,953.0500,8,0,1,1,953.0500,0,0.0005081592876886982239245050346
O00552,C0083,2025-03-10,2025-03,Online,West,Consumer,1767.00,199.5000,1567.5000,0.0000,1567.5000,10,0,1,1,1567.5000,0,0.0008357795325030527947134585192
O00553,C0192,2025-12-15,2025-12,Store,South,Business,608.00,74.6000,533.4000,0.0000,533.4000,7,0,1,1,533.4000,0,0.0002844049777589335634450773679
O00554,C0255,2025-03-01,2025-03,Online,South,Business,972.00,83.8000,888.2000,0.0000,888.2000,8,0,1,1,888.2000,0,0.0004735817421175192933106818863
O00555,C0232,2025-10-19,2025-10,Store,East,Business,3161.00,139.8500,3021.1500,0.0000,3021.1500,13,0,1,1,3021.1500,0,0.001610855077908515439074044788
O00556,C0048,2025-09-29,2025-09,Store,East,Consumer,623.00,0.0000,623.0000,0.0000,623.0000,4,0,1,1,623.0000,0,0.0003321790422643712223964814401
O00557,C0227,2025-08-05,2025-08,Online,East,Consumer,1016.00,101.6000,914.4000,0.0000,914.4000,4,0,1,1,914.4000,0,0.0004875513904438861087629897735
