order_line_id,order_id,product_id,quantity,unit_price,discount_rate
L000664,O00274,P003,3,199.00,0.00
L000665,O00274,P004,4,123.00,0.20
L000666,O00275,P020,1,189.00,0.05
L000667,O00275,P015,1,254.00,0.20
L000668,O00275,P002,4,$284.00,0.00
L000669,O00275,P001,3,122.00,0.20
L000670,O00276,P002,4,284.00,0.10
L000671,O00277,P023,4,68.00,0.10
L000672,O00277,P021,5,249.00,0.05
L000673,O00278,P001,3,122.00,0.10
L000674,O00279,P005,1,65.00,0.00
L000675,O00279,P004,1,123.00,0.00
L000676,O00279,P006,4,196.00,0.00
L000677,O00280,P006,3,196.00,0.20
L000678,O00281,P018,4,269.00,0.00
L000679,O00281,P001,4,122.00,0.05
L000680,O00282,P022,1,134.00,0.10
L000681,O00282,P019,2,78.00,0.20
L000682,O00283,P020,4,189.00,0.10
L000683,O00283,P010,5,211.00,10%
L000684,O00284,P008,5,188.00,0.20
L000685,O00284,P003,3,199.00,0.10
L000686,O00285,P018,3,269.00,0.05
L000687,O00285,P016,4,231.00,0.20
L000688,O00285,P002,2,284.00,0.00
L000689,O00285,P021,2,249.00,0.10
L000690,O00286,P014,2,294.00,0.10
L000691,O00287,P010,5,211.00,0.05
L000692,O00287,P021,4,249.00,0.20
L000693,O00287,P017,4,300.00,0.20
L000694,O00287,P021,5,249.00,0.10
L000695,O00288,P003,1,199.00,0.00
L000696,O00288,P001,2,122.00,0.20
L000697,O00288,P013,5,$271.00,0.20
L000698,O00289,P019,1,78.00,0.05
L000699,O00290,P020,5,189.00,0.20
L000700,O00290,P022,2,134.00,0.20
L000701,O00290,P010,2,211.00,0.20
L000702,O00291,P009,5,93.00,0.20
L000703,O00291,P022,5,134.00,0.00
L000704,O00291,P012,4,134.00,0.05
L000705,O00292,P002,1,284.00,0.10
L000706,O00293,P001,3,122.00,0.05
L000707,O00293,P022,4,134.00,0.00
L000708,O00294,P021,1,249.00,0.00
L000709,O00294,P009,2,93.00,0.20
L000710,O00294,P002,3,284.00,0.20
L000711,O00295,P021,3,249.00,0.05
L000712,O00295,P022,2,134.00,0.05
L000713,O00295,P007,2,35.00,0.05
L000714,O00295,P021,1,249.00,5%
L000715,O00296,P023,3,68.00,0.20
L000716,O00296,P011,3,80.00,0.00
L000717,O00297,P017,3,300.00,0.00
L000718,O00298,P023,5,68.00,0.00
L000719,O00298,P014,5,294.00,0.00
L000720,O00298,P019,1,78.00,0.00
L000721,O00298,P022,2,134.00,0.10
L000722,O00299,P001,1,122.00,0.00
L000723,O00300,P018,3,269.00,0.05
L000724,O00300,P003,1,199.00,0.10
L000725,O00300,P010,3,211.00,0.20
L000726,O00301,P003,1,$199.00,0.00
L000727,O00302,P009,4,93.00,0.20
L000728,O00303,P023,4,68.00,0.05
L000729,O00303,P017,5,300.00,0.10
L000730,O00303,P004,3,123.00,0.05
L000731,O00303,P011,3,80.00,0.00
L000732,O00304,P008,4,188.00,0.00
L000733,O00304,P005,3,65.00,0.10
L000734,O00304,P004,3,123.00,0.00
L000735,O00305,P011,3,80.00,0.00
L000736,O00305,P010,5,211.00,0.05
L000737,O00306,P004,4,123.00,0.20
L000738,O00306,P014,4,294.00,0.00
L000739,O00307,P020,3,189.00,0.05
L000740,O00307,P015,3,254.00,0.05
L000741,O00307,P004,2,123.00,0.20
L000742,O00308,P010,2,211.00,0.10
L000743,O00308,P011,1,80.00,0.00
L000744,O00308,P023,1,68.00,0.10
L000745,O00308,P006,3,196.00,20%
L000746,O00309,P004,1,123.00,0.00
L000747,O00309,P010,3,211.00,0.05
L000748,O00309,P016,1,231.00,0.00
L000749,O00309,P012,2,134.00,0.00
L000750,O00310,P011,3,80.00,0.20
L000751,O00311,P016,3,231.00,0.05
L000752,O00311,P005,3,65.00,0.05
L000753,O00311,P007,3,35.00,0.10
L000754,O00311,P002,2,284.00,0.05
L000755,O00312,P024,4,$81.00,0.10
L000756,O00312,P022,3,134.00,0.05
L000757,O00312,P001,1,122.00,0.10
L000758,O00313,P009,1,93.00,0.00
L000759,O00314,P010,4,211.00,0.10
L000760,O00314,P011,1,80.00,0.20
L000761,O00314,P005,5,65.00,0.10
L000762,O00314,P006,4,196.00,0.00
L000763,O00315,P009,5,93.00,0.05
L000764,O00316,P003,2,199.00,0.00
L000765,O00316,P024,1,81.00,0.10
L000766,O00316,P004,3,123.00,0.10
L000767,O00316,P022,2,134.00,0.20
L000768,O00317,P012,4,134.00,0.20
L000769,O00317,P024,1,81.00,0.20
L000770,O00317,P001,2,122.00,0.20
L000771,O00318,P024,3,81.00,0.20
L000772,O00318,P001,3,122.00,0.20
L000773,O00318,P011,2,80.00,0.20
L000774,O00318,P004,2,123.00,0.10
L000775,O00319,P001,3,122.00,0.00
L000776,O00320,P009,4,93.00,5%
L000777,O00320,P021,3,249.00,0.00
L000778,O00320,P005,4,65.00,0.05
L000779,O00321,P005,3,65.00,0.20
L000780,O00321,P004,4,123.00,0.10
L000781,O00321,P009,5,93.00,0.20
L000782,O00321,P022,5,134.00,0.05
L000783,O00322,P012,2,134.00,0.10
L000784,O00323,P008,5,$188.00,0.20
L000785,O00324,P005,1,65.00,0.20
L000786,O00324,P006,5,196.00,0.05
L000787,O00324,P012,3,134.00,0.10
L000788,O00324,P014,3,294.00,0.05
L000789,O00325,P018,2,269.00,0.20
L000790,O00325,P013,2,271.00,0.20
L000791,O00325,P014,4,294.00,0.00
L000792,O00326,P010,3,211.00,0.00
L000793,O00326,P006,3,196.00,0.05
L000794,O00326,P012,3,134.00,0.20
L000795,O00326,P021,1,249.00,0.05
L000796,O00327,P007,5,35.00,0.20
L000797,O00328,P024,3,81.00,0.20
L000798,O00329,P003,2,199.00,0.10
L000799,O00329,P015,2,254.00,0.00
L000800,O00329,P007,3,35.00,0.10
L000801,O00330,P002,2,284.00,0.10
L000802,O00330,P009,3,93.00,0.00
L000803,O00330,P021,4,249.00,0.05
L000804,O00330,P014,4,294.00,0.05
L000805,O00331,P005,4,65.00,0.05
L000806,O00331,P013,1,271.00,0.20
L000807,O00332,P009,4,93.00,0%
L000808,O00332,P014,3,294.00,0.20
L000809,O00332,P001,3,122.00,0.20
L000810,O00332,P021,4,249.00,0.20
L000811,O00333,P001,2,122.00,0.20
L000812,O00333,P004,3,123.00,0.20
L000813,O00334,P024,5,$81.00,0.20
L000814,O00334,P024,1,81.00,0.20
L000815,O00334,P017,2,300.00,0.05
L000816,O00334,P009,2,93.00,0.10
L000817,O00335,P003,4,199.00,0.00
L000818,O00336,P016,2,231.00,0.00
L000819,O00336,P019,4,78.00,0.10
L000820,O00336,P009,4,93.00,0.00
L000821,O00337,P004,5,123.00,0.10
L000822,O00338,P017,2,300.00,0.10
L000823,O00338,P001,4,122.00,0.00
L000824,O00338,P018,1,269.00,0.05
L000825,O00338,P017,4,300.00,0.20
L000826,O00339,P006,2,196.00,0.10
L000827,O00340,P018,5,269.00,0.00
L000828,O00341,P012,5,134.00,0.00
L000829,O00341,P004,4,123.00,0.10
L000830,O00341,P021,2,249.00,0.00
L000831,O00341,P008,4,188.00,0.10
L000832,O00342,P018,5,269.00,0.00
L000833,O00342,P005,5,65.00,0.10
L000834,O00342,P022,1,134.00,0.00
L000835,O00342,P020,2,189.00,0.05
L000836,O00343,P015,1,254.00,0.05
L000837,O00343,P015,5,254.00,0.20
L000838,O00343,P012,1,134.00,10%
L000839,O00343,P015,5,254.00,0.10
L000840,O00344,P002,1,284.00,0.05
L000841,O00345,P016,2,231.00,0.10
L000842,O00345,P009,1,$93.00,0.00
L000843,O00345,P010,2,211.00,0.00
L000844,O00346,P023,4,68.00,0.05
L000845,O00346,P004,5,123.00,0.05
L000846,O00346,P023,5,68.00,0.20
L000847,O00346,P003,5,199.00,0.05
L000848,O00347,P009,1,93.00,0.10
L000849,O00347,P008,2,188.00,0.10
L000850,O00348,P016,5,231.00,0.00
L000851,O00349,P019,1,78.00,0.20
L000852,O00350,P002,5,284.00,0.20
L000853,O00350,P016,2,231.00,0.10
L000854,O00351,P021,4,249.00,0.20
L000855,O00351,P021,2,249.00,0.05
L000856,O00351,P014,1,294.00,0.10
L000857,O00352,P001,2,122.00,0.10
L000858,O00352,P004,2,123.00,0.20
L000859,O00352,P011,4,80.00,0.20
L000860,O00352,P015,5,254.00,0.05
L000861,O00353,P001,3,122.00,0.10
L000862,O00353,P023,5,68.00,0.10
L000863,O00354,P020,4,189.00,0.00
L000864,O00354,P017,2,300.00,0.00
L000865,O00355,P002,3,284.00,0.05
L000866,O00355,P011,4,80.00,0.20
L000867,O00355,P018,1,269.00,0.20
L000868,O00356,P011,1,80.00,0.00
L000869,O00356,P019,3,78.00,5%
L000870,O00356,P013,4,271.00,0.05
L000871,O00357,P013,1,$271.00,0.05
L000872,O00357,P018,3,269.00,0.10
L000873,O00357,P003,4,199.00,0.00
L000874,O00357,P015,5,254.00,0.20
L000875,O00358,P014,5,294.00,0.20
L000876,O00358,P016,2,231.00,0.05
L000877,O00358,P021,2,249.00,0.20
L000878,O00358,P003,5,199.00,0.05
L000879,O00359,P003,4,199.00,0.20
L000880,O00359,P010,1,211.00,0.20
L000881,O00359,P019,4,78.00,0.05
L000882,O00359,P015,3,254.00,0.00
L000883,O00360,P014,4,294.00,0.10
L000884,O00360,P014,4,294.00,0.10
L000885,O00361,P022,2,134.00,0.20
L000886,O00361,P012,3,134.00,0.10
L000887,O00361,P024,2,81.00,0.05
L000888,O00361,P011,2,80.00,0.10
L000889,O00362,P010,4,211.00,0.00
L000890,O00363,P023,5,68.00,0.20
L000891,O00363,P003,3,199.00,0.20
L000892,O00364,P002,4,284.00,0.20
L000893,O00364,P015,1,254.00,0.20
L000894,O00365,P024,3,81.00,0.00
L000895,O00365,P007,2,35.00,0.20
L000896,O00365,P006,4,196.00,0.20
L000897,O00365,P023,4,68.00,0.05
L000898,O00366,P013,1,271.00,0.20
L000899,O00366,P008,2,188.00,0.10
L000900,O00366,P008,3,$188.00,10%
L000901,O00366,P009,2,93.00,0.10
L000902,O00367,P018,5,269.00,0.10
L000903,O00368,P014,2,294.00,0.05
L000904,O00369,P003,5,199.00,0.20
L000905,O00370,P006,4,196.00,0.00
L000906,O00370,P024,2,81.00,0.05
L000907,O00371,P017,1,300.00,0.10
L000908,O00371,P011,3,80.00,0.00
L000909,O00371,P009,5,93.00,0.05
L000910,O00372,P022,2,134.00,0.00
L000911,O00372,P020,2,189.00,0.10
L000912,O00372,P012,5,134.00,0.00
L000913,O00372,P002,5,284.00,0.20
L000914,O00373,P019,1,78.00,0.00
L000915,O00373,P018,1,269.00,0.00
L000916,O00374,P022,5,134.00,0.05
L000917,O00375,P008,1,188.00,0.20
L000918,O00376,P005,3,65.00,0.05
L000919,O00376,P011,5,80.00,0.20
L000920,O00376,P002,2,284.00,0.20
L000921,O00376,P017,2,300.00,0.10
L000922,O00377,P019,4,78.00,0.05
L000923,O00378,P006,2,196.00,0.05
L000924,O00378,P001,5,122.00,0.05
L000925,O00379,P024,1,81.00,0.20
L000926,O00379,P021,2,249.00,0.00
L000927,O00380,P021,4,249.00,0.20
L000928,O00380,P021,5,249.00,0.10
L000929,O00380,P002,2,$284.00,0.10
L000930,O00381,P001,5,122.00,0.20
L000931,O00381,P017,1,300.00,5%
L000932,O00382,P010,3,211.00,0.10
L000933,O00382,P007,2,35.00,0.00
L000934,O00382,P017,4,300.00,0.10
L000935,O00383,P017,2,300.00,0.10
L000936,O00383,P020,2,189.00,0.00
L000937,O00383,P003,1,199.00,0.10
L000938,O00383,P005,1,65.00,0.00
L000939,O00384,P023,4,68.00,0.05
L000940,O00384,P008,5,188.00,0.00
L000941,O00384,P004,3,123.00,0.20
L000942,O00385,P019,5,78.00,0.20
L000943,O00385,P008,4,188.00,0.00
L000944,O00385,P010,1,211.00,0.10
L000945,O00386,P013,2,271.00,0.05
L000946,O00386,P023,3,68.00,0.00
L000947,O00386,P018,1,269.00,0.20
L000948,O00386,P020,5,189.00,0.05
L000949,O00387,P013,1,271.00,0.20
L000950,O00387,P007,4,35.00,0.10
L000951,O00388,P005,3,65.00,0.00
L000952,O00388,P009,4,93.00,0.05
L000953,O00388,P019,5,78.00,0.20
L000954,O00389,P004,4,123.00,0.10
L000955,O00389,P009,4,93.00,0.05
L000956,O00389,P014,5,294.00,0.20
L000957,O00390,P006,4,196.00,0.20
L000958,O00391,P020,4,$189.00,0.00
L000959,O00391,P014,5,294.00,0.05
L000960,O00391,P017,2,300.00,0.05
L000961,O00391,P015,3,254.00,0.20
L000962,O00392,P004,3,123.00,10%
L000963,O00393,P015,5,254.00,0.10
L000964,O00394,P011,5,80.00,0.00
L000965,O00394,P006,1,196.00,0.10
L000966,O00394,P011,1,80.00,0.05
L000967,O00394,P010,4,211.00,0.10
L000968,O00395,P019,5,78.00,0.20
L000969,O00395,P002,3,284.00,0.20
L000970,O00395,P023,1,68.00,0.00
L000971,O00395,P008,5,188.00,0.10
L000972,O00396,P001,4,122.00,0.00
L000973,O00396,P018,5,269.00,0.05
L000974,O00396,P013,2,271.00,0.05
L000975,O00396,P014,4,294.00,0.05
L000976,O00397,P016,3,231.00,0.10
L000977,O00397,P008,4,188.00,0.10
L000978,O00398,P022,3,134.00,0.20
L000979,O00399,P003,5,199.00,0.10
L000980,O00399,P018,4,269.00,0.20
L000981,O00399,P006,5,196.00,0.00
L000982,O00399,P022,2,134.00,0.05
L000983,O00400,P019,5,78.00,0.05
L000984,O00400,P008,1,188.00,0.10
L000985,O00401,P008,3,188.00,0.10
L000986,O00401,P017,1,300.00,0.20
L000987,O00401,P022,1,$134.00,0.00
L000988,O00402,P016,1,231.00,0.10
L000989,O00403,P014,1,294.00,0.05
L000990,O00404,P009,5,93.00,0.05
L000991,O00404,P014,1,294.00,0.10
L000992,O00405,P023,2,68.00,0.20
L000993,O00405,P004,5,123.00,5%
L000994,O00405,P018,3,269.00,0.00
L000995,O00406,P006,3,196.00,0.20
L000996,O00406,P001,1,122.00,0.00
L000997,O00407,P020,1,189.00,0.05
L000998,O00407,P017,5,300.00,0.05
L000999,O00407,P022,3,134.00,0.10
L001000,O00408,P024,4,81.00,0.10
L001001,O00409,P015,4,254.00,0.10
L001002,O00409,P004,4,123.00,0.10
L001003,O00410,P016,4,231.00,0.10
L001004,O00410,P020,4,189.00,0.20
L001005,O00410,P006,2,196.00,0.20
L001006,O00410,P001,4,122.00,0.00
L001007,O00411,P018,5,269.00,0.20
L001008,O00411,P024,4,81.00,0.05
L001009,O00411,P024,2,81.00,0.00
L001010,O00412,P022,2,134.00,0.20
L001011,O00412,P002,5,284.00,0.00
L001012,O00413,P022,4,134.00,0.00
L001013,O00413,P003,4,199.00,0.10
L001014,O00413,P012,1,134.00,0.20
L001015,O00413,P020,3,189.00,0.20
L001016,O00414,P017,1,$300.00,0.20
L001017,O00414,P003,3,199.00,0.20
L001018,O00414,P013,1,271.00,0.20
L001019,O00414,P009,3,93.00,0.10
L001020,O00415,P004,5,123.00,0.10
L001021,O00416,P021,1,249.00,0.05
L001022,O00416,P024,4,81.00,0.00
L001023,O00417,P004,5,123.00,0.10
L001024,O00418,P005,5,65.00,20%
L001025,O00418,P019,5,78.00,0.00
L001026,O00419,P019,5,78.00,0.05
L001027,O00419,P014,1,294.00,0.05
L001028,O00419,P019,1,78.00,0.10
L001029,O00420,P007,2,35.00,0.20
L001030,O00420,P008,1,188.00,0.20
L001031,O00420,P011,2,80.00,0.00
L001032,O00420,P003,1,199.00,0.20
L001033,O00421,P007,4,35.00,0.10
L001034,O00421,P003,3,199.00,0.20
L001035,O00421,P022,4,134.00,0.00
L001036,O00422,P017,5,300.00,0.10
L001037,O00422,P016,1,231.00,0.20
L001038,O00423,P008,4,188.00,0.05
L001039,O00423,P023,5,68.00,0.00
L001040,O00424,P015,2,254.00,0.10
L001041,O00425,P023,3,68.00,0.00
L001042,O00425,P007,1,35.00,0.20
L001043,O00426,P020,4,189.00,0.10
L001044,O00426,P008,2,188.00,0.10
L001045,O00426,P020,3,$189.00,0.00
L001046,O00427,P013,4,271.00,0.10
L001047,O00427,P005,4,65.00,0.10
L001048,O00427,P018,5,269.00,0.05
L001049,O00428,P018,2,269.00,0.20
L001050,O00428,P010,2,211.00,0.00
L001051,O00428,P005,1,65.00,0.05
L001052,O00428,P007,1,35.00,0.00
L001053,O00429,P010,4,211.00,0.10
L001054,O00429,P002,4,284.00,0.00
L001055,O00430,P024,1,81.00,20%
L001056,O00430,P020,2,189.00,0.05
L001057,O00431,P012,3,134.00,0.10
L001058,O00431,P023,3,68.00,0.00
L001059,O00432,P019,3,78.00,0.10
L001060,O00432,P016,5,231.00,0.05
L001061,O00432,P016,2,231.00,0.10
L001062,O00433,P013,4,271.00,0.20
L001063,O00433,P008,5,188.00,0.10
L001064,O00433,P014,3,294.00,0.20
L001065,O00433,P002,1,284.00,0.05
L001066,O00434,P014,2,294.00,0.10
L001067,O00435,P013,3,271.00,0.10
L001068,O00435,P024,4,81.00,0.20
L001069,O00435,P012,2,134.00,0.05
L001070,O00435,P009,5,93.00,0.10
L001071,O00436,P019,4,78.00,0.20
L001072,O00436,P014,4,294.00,0.10
L001073,O00436,P017,1,300.00,0.10
L001074,O00436,P010,3,$211.00,0.10
L001075,O00437,P008,4,188.00,0.05
L001076,O00437,P023,4,68.00,0.00
L001077,O00437,P009,4,93.00,0.05
L001078,O00438,P007,1,35.00,0.05
L001079,O00438,P001,4,122.00,0.05
L001080,O00439,P024,1,81.00,0.00
L001081,O00439,P002,5,284.00,0.00
L001082,O00440,P009,4,93.00,0.20
L001083,O00440,P021,3,249.00,0.20
L001084,O00440,P012,4,134.00,0.20
L001085,O00441,P011,3,80.00,0.05
L001086,O00441,P009,1,93.00,0%
L001087,O00442,P011,3,80.00,0.00
L001088,O00442,P019,1,78.00,0.00
L001089,O00442,P018,1,269.00,0.10
L001090,O00442,P021,4,249.00,0.05
L001091,O00443,P014,5,294.00,0.05
L001092,O00443,P001,3,122.00,0.00
L001093,O00444,P008,4,188.00,0.20
L001094,O00444,P016,1,231.00,0.20
L001095,O00444,P014,3,294.00,0.10
L001096,O00444,P001,1,122.00,0.20
L001097,O00445,P022,5,134.00,0.20
L001098,O00445,P020,1,189.00,0.00
L001099,O00445,P004,1,123.00,0.10
L001100,O00445,P011,4,80.00,0.00
L001101,O00446,P002,2,284.00,0.05
L001102,O00446,P007,1,35.00,0.05
L001103,O00446,P006,2,$196.00,0.20
L001104,O00446,P010,3,211.00,0.10
L001105,O00447,P015,1,254.00,0.10
L001106,O00447,P015,4,254.00,0.20
L001107,O00447,P024,1,81.00,0.20
L001108,O00447,P024,5,81.00,0.20
L001109,O00448,P009,3,93.00,0.10
L001110,O00448,P003,5,199.00,0.20
L001111,O00449,P005,2,65.00,0.20
L001112,O00449,P008,3,188.00,0.05
L001113,O00450,P011,2,80.00,0.00
L001114,O00450,P003,3,199.00,0.10
L001115,O00450,P018,3,269.00,0.00
L001116,O00450,P021,3,249.00,0.00
L001117,O00451,P012,3,134.00,20%
L001118,O00451,P020,3,189.00,0.10
L001119,O00451,P011,1,80.00,0.00
L001120,O00452,P018,4,269.00,0.05
L001121,O00453,P019,5,78.00,0.10
L001122,O00454,P022,1,134.00,0.10
L001123,O00455,P012,2,134.00,0.05
L001124,O00455,P013,5,271.00,0.20
L001125,O00455,P021,4,249.00,0.10
L001126,O00455,P017,5,300.00,0.20
L001127,O00456,P003,5,199.00,0.20
L001128,O00456,P017,1,300.00,0.05
L001129,O00456,P018,1,269.00,0.20
L001130,O00456,P007,5,35.00,0.05
L001131,O00457,P003,3,199.00,0.20
L001132,O00457,P005,1,$65.00,0.05
L001133,O00457,P002,4,284.00,0.05
L001134,O00458,P012,2,134.00,0.10
L001135,O00458,P016,3,231.00,0.10
L001136,O00458,P006,1,196.00,0.20
L001137,O00459,P024,1,81.00,0.00
L001138,O00459,P011,4,80.00,0.05
L001139,O00459,P014,1,294.00,0.20
L001140,O00460,P003,5,199.00,0.10
L001141,O00460,P023,4,68.00,0.20
L001142,O00460,P021,2,249.00,0.20
L001143,O00460,P005,4,65.00,0.05
L001144,O00461,P011,5,80.00,0.10
L001145,O00461,P024,3,81.00,0.10
L001146,O00462,P022,5,134.00,0.10
L001147,O00463,P015,2,254.00,0.20
L001148,O00463,P010,1,211.00,20%
L001149,O00464,P007,2,35.00,0.10
L001150,O00465,P019,1,78.00,0.05
L001151,O00465,P017,3,300.00,0.20
L001152,O00465,P016,5,231.00,0.10
L001153,O00466,P003,4,199.00,0.20
L001154,O00466,P018,1,269.00,0.20
L001155,O00466,P024,2,81.00,0.10
L001156,O00467,P016,4,231.00,0.10
L001157,O00467,P013,2,271.00,0.20
L001158,O00467,P016,1,231.00,0.20
L001159,O00467,P020,4,189.00,0.05
L001160,O00468,P003,4,199.00,0.20
L001161,O00468,P010,5,$211.00,0.10
L001162,O00469,P012,5,134.00,0.20
L001163,O00469,P024,2,81.00,0.10
L001164,O00469,P019,3,78.00,0.10
L001165,O00470,P012,5,134.00,0.10
L001166,O00470,P007,1,35.00,0.05
L001167,O00471,P006,2,196.00,0.10
L001168,O00471,P023,5,68.00,0.10
L001169,O00471,P015,5,254.00,0.20
L001170,O00472,P001,5,122.00,0.00
L001171,O00472,P021,5,249.00,0.05
L001172,O00472,P001,2,122.00,0.05
L001173,O00472,P022,2,134.00,0.05
L001174,O00473,P002,5,284.00,0.20
L001175,O00473,P001,4,122.00,0.00
L001176,O00474,P016,2,231.00,0.00
L001177,O00474,P013,4,271.00,0.10
L001178,O00475,P013,1,271.00,0.00
L001179,O00476,P016,5,231.00,10%
L001180,O00476,P017,3,300.00,0.20
L001181,O00476,P003,2,199.00,0.05
L001182,O00477,P003,2,199.00,0.00
L001183,O00478,P007,3,35.00,0.10
L001184,O00479,P002,2,284.00,0.05
L001185,O00480,P008,4,188.00,0.00
L001186,O00480,P017,5,300.00,0.10
L001187,O00480,P023,3,68.00,0.00
L001188,O00481,P010,1,211.00,0.00
L001189,O00482,P024,1,81.00,0.10
L001190,O00482,P012,4,$134.00,0.20
L001191,O00482,P013,3,271.00,0.00
L001192,O00483,P005,5,65.00,0.10
L001193,O00483,P011,5,80.00,0.00
L001194,O00484,P009,4,93.00,0.05
L001195,O00484,P023,4,68.00,0.00
L001196,O00485,P017,4,300.00,0.20
L001197,O00485,P022,5,134.00,0.10
L001198,O00486,P002,3,284.00,0.05
L001199,O00487,P014,4,294.00,0.05
L001200,O00487,P013,5,271.00,0.20
L001201,O00488,P008,1,188.00,0.00
L001202,O00488,P014,2,294.00,0.20
L001203,O00488,P014,2,294.00,0.20
L001204,O00488,P002,3,284.00,0.20
L001205,O00489,P008,4,188.00,0.00
L001206,O00489,P018,1,269.00,0.10
L001207,O00489,P013,2,271.00,0.20
L001208,O00489,P022,1,134.00,0.00
L001209,O00490,P005,4,65.00,0.10
L001210,O00490,P009,2,93.00,10%
L001211,O00490,P013,4,271.00,0.05
L001212,O00490,P009,3,93.00,0.00
L001213,O00491,P018,1,269.00,0.20
L001214,O00491,P009,3,93.00,0.10
L001215,O00492,P008,1,188.00,0.00
L001216,O00492,P020,4,189.00,0.10
L001217,O00492,P013,3,271.00,0.20
L001218,O00492,P022,5,134.00,0.00
L001219,O00493,P001,4,$122.00,0.20
L001220,O00494,P020,3,189.00,0.05
L001221,O00494,P017,5,300.00,0.10
L001222,O00494,P008,3,188.00,0.00
L001223,O00495,P007,1,35.00,0.20
L001224,O00496,P019,3,78.00,0.10
L001225,O00496,P014,3,294.00,0.05
L001226,O00496,P021,2,249.00,0.10
L001227,O00497,P015,2,254.00,0.10
L001228,O00497,P009,3,93.00,0.05
L001229,O00497,P008,5,188.00,0.05
L001230,O00497,P015,3,254.00,0.10
L001231,O00498,P002,4,284.00,0.10
L001232,O00499,P022,4,134.00,0.20
L001233,O00499,P016,4,231.00,0.20
L001234,O00500,P007,4,35.00,0.00
L001235,O00500,P006,4,196.00,0.20
L001236,O00501,P024,3,81.00,0.10
L001237,O00501,P018,1,269.00,0.20
L001238,O00501,P007,5,35.00,0.05
L001239,O00501,P008,5,188.00,0.20
L001240,O00502,P017,4,300.00,0.05
L001241,O00502,P003,3,199.00,20%
L001242,O00502,P009,2,93.00,0.05
L001243,O00503,P016,4,231.00,0.20
L001244,O00504,P009,5,93.00,0.10
L001245,O00504,P016,1,231.00,0.05
L001246,O00504,P010,2,211.00,0.20
L001247,O00504,P010,5,211.00,0.20
L001248,O00505,P002,4,$284.00,0.05
L001249,O00506,P002,1,284.00,0.00
L001250,O00507,P004,1,123.00,0.10
L001251,O00507,P004,1,123.00,0.10
L001252,O00507,P022,4,134.00,0.05
L001253,O00507,P001,5,122.00,0.10
L001254,O00508,P022,5,134.00,0.10
L001255,O00508,P016,2,231.00,0.05
L001256,O00509,P012,2,134.00,0.10
L001257,O00510,P006,4,196.00,0.05
L001258,O00510,P008,2,188.00,0.10
L001259,O00511,P012,1,134.00,0.05
L001260,O00511,P020,5,189.00,0.00
L001261,O00511,P019,3,78.00,0.20
L001262,O00511,P020,1,189.00,0.05
L001263,O00512,P004,4,123.00,0.05
L001264,O00512,P023,1,68.00,0.00
L001265,O00513,P003,3,199.00,0.05
L001266,O00513,P002,5,284.00,0.10
L001267,O00513,P018,3,269.00,0.05
L001268,O00513,P021,3,249.00,0.05
L001269,O00514,P021,1,249.00,0.10
L001270,O00514,P021,2,249.00,0.10
L001271,O00515,P019,3,78.00,0.10
L001272,O00515,P014,3,294.00,20%
L001273,O00515,P010,5,211.00,0.05
L001274,O00515,P020,4,189.00,0.00
L001275,O00516,P024,4,81.00,0.20
L001276,O00516,P011,4,80.00,0.10
L001277,O00517,P022,3,$134.00,0.05
L001278,O00518,P015,3,254.00,0.00
L001279,O00519,P001,3,122.00,0.20
L001280,O00519,P013,2,271.00,0.20
L001281,O00520,P024,1,81.00,0.00
L001282,O00520,P020,2,189.00,0.20
L001283,O00520,P014,1,294.00,0.20
L001284,O00520,P014,4,294.00,0.05
L001285,O00521,P022,5,134.00,0.10
L001286,O00521,P005,1,65.00,0.20
L001287,O00521,P013,2,271.00,0.00
L001288,O00522,P022,1,134.00,0.05
L001289,O00522,P013,1,271.00,0.00
L001290,O00523,P014,1,294.00,0.00
L001291,O00523,P007,3,35.00,0.05
L001292,O00524,P004,2,123.00,0.05
L001293,O00525,P024,1,81.00,0.10
L001294,O00525,P003,3,199.00,0.10
L001295,O00525,P012,5,134.00,0.10
L001296,O00526,P013,5,271.00,0.00
L001297,O00526,P005,3,65.00,0.20
L001298,O00526,P020,1,189.00,0.00
L001299,O00527,P001,4,122.00,0.10
L001300,O00527,P013,3,271.00,0.10
L001301,O00528,P019,4,78.00,0.00
L001302,O00529,P011,2,80.00,0.00
L001303,O00529,P019,3,78.00,10%
L001304,O00529,P022,1,134.00,0.00
L001305,O00529,P020,3,189.00,0.05
L001306,O00530,P017,4,$300.00,0.00
L001307,O00530,P022,1,134.00,0.05
L001308,O00531,P024,4,81.00,0.00
L001309,O00531,P001,3,122.00,0.10
L001310,O00531,P004,1,123.00,0.05
L001311,O00532,P015,4,254.00,0.20
L001312,O00532,P002,5,284.00,0.20
L001313,O00532,P024,2,81.00,0.00
L001314,O00532,P003,4,199.00,0.10
L001315,O00533,P007,3,35.00,0.10
L001316,O00533,P001,5,122.00,0.10
L001317,O00534,P002,1,284.00,0.10
L001318,O00534,P002,2,284.00,0.00
L001319,O00534,P015,4,254.00,0.10
L001320,O00535,P023,4,68.00,0.05
L001321,O00535,P003,4,199.00,0.10
L001322,O00535,P023,1,68.00,0.10
L001323,O00536,P013,2,271.00,0.20
L001324,O00537,P018,3,269.00,0.10
L001325,O00538,P016,1,231.00,0.05
L001326,O00539,P022,1,134.00,0.00
L001327,O00540,P003,4,199.00,0.05
L001328,O00541,P011,5,80.00,0.20
