order_id,customer_id,order_date,channel,status
O00625,C0002,2025-03-21,Store,Completed
O00626,C0161,2025-11-22,Online,Completed
O00627,C0110,2025-04-11,Online,Completed
O00628,C0065,11/15/2025, retail ,Completed
O00629,C0177,2025-04-08,Store,Completed
O00630,C0083,2025-06-22,Store,Completed
O00631,C0202,2025-03-28,Store,Completed
O00632,C0268,2025-09-20,Store,Completed
O00633,C0038,2025-12-29,Store,Completed
O00634,C0187,2025-12-18,Store,Completed
O00635,C0126,2025-09-14,Online,Completed
O00636,C0052,2025-08-28,Online,Completed
O00637,C0231,2025-08-01,Store,Completed
O00638,C0085,2025-12-08,Store,Completed
O00639,C0170,2025-06-09, web ,Completed
O00640,C0136,2025-12-24,Online,Completed
O00641,C0101,2025-09-19,Store,Completed
O00642,C0286,2025-02-24,Store,Completed
O00643,C0169,2025-09-06,Online,Completed
O00644,C0183,2025-10-09,Store,Completed
O00645,C0266,2025-10-18,Store, COMPLETED 
O00646,C0232,2025-08-16,Online,Completed
O00647,C0287,03/05/2025,Store,Completed
O00648,C0082,2025-01-28,Online,Completed
O00649,C0231,2025-01-25,Store,Completed
O00650,C0098,2025-08-26, retail ,Completed
O00651,C0148,2025-08-26,Online,Completed
O00652,C0235,2025-09-02,Store,Completed
O00653,C0107,2025-09-16,Online,Completed
O00654,C0021,2025-06-25,Online,Completed
O00655,C0174,2025-10-27,Store,Completed
O00656,C0265,2025-01-25,Store,Completed
O00657,C0270,2025-10-15,Store,Completed
O00658,C0121,2025-01-30,Online,Cancelled
O00659,C0003,2025-01-05,Store,Completed
O00660,C0064,2025-12-12,Online,Cancelled
O00661,C0062,2025-08-18, web ,Completed
O00662,C0185,2025-04-19,Online,Completed
O00663,C0195,2025-12-01,Store,Completed
O00664,C0230,2025-10-01,Store,Completed
O00665,C0240,2025-07-30,Online,Completed
O00666,C0153,05/23/2025,Online,Completed
O00667,C0253,2025-11-26,Online,Cancelled
O00668,C0183,2025-08-14,Store, COMPLETED 
O00669,C0270,2025-02-19,Store,Completed
O00670,C0091,2025-09-20,Store,Completed
O00671,C0009,2025-07-13,Store,Completed
O00672,C0061,2025-01-22, web ,Completed
O00673,C0101,2025-01-06,Online,Completed
O00674,C0250,2025-08-14,Online,Completed
O00675,C0080,2025-11-22,Store,Completed
O00676,C0272,2025-11-16,Store,Completed
O00677,C0266,2025-06-14,Online,Completed
O00678,C0122,2025-12-11,Store,Completed
O00679,C0081,2025-11-08,Store,Completed
O00680,C0221,2025-09-22,Online,Completed
O00681,C0262,2025-05-25,Store,Completed
O00682,C0266,2025-08-28,Store,Completed
O00683,C0174,2025-10-22, retail ,Completed
O00684,C0230,2025-03-02,Store,Completed
O00685,C0068,01/22/2025,Online,Completed
O00686,C0227,2025-10-09,Store,Completed
O00687,C0056,2025-06-19,Online,Completed
O00688,C0097,2025-09-09,Store,Completed
O00689,C0291,2025-05-25,Online,Completed
O00690,C0219,2025-01-16,Online,Completed
O00691,C0254,2025-03-06,Online, COMPLETED 
O00692,C0129,2025-02-11,Store,Completed
O00693,C0056,2025-03-28,Online,Cancelled
O00694,C0154,2025-10-26, web ,Completed
O00695,C0200,2025-11-18,Store,Completed
O00696,C0241,2025-11-07,Online,Cancelled
O00697,C0114,2025-02-18,Store,Completed
O00698,C0207,2025-11-10,Store,Completed
O00699,C0261,2025-10-28,Store,Completed
O00700,C0114,2025-08-11,Store,Completed
O00701,C0279,2025-04-11,Store,Completed
O00702,C0112,2025-09-03,Store,Completed
O00703,C0063,2025-08-22,Online,Completed
O00704,C0037,06/04/2025,Online,Completed
O00705,C0253,2025-06-07, web ,Completed
O00706,C0229,2025-11-24,Online,Completed
O00707,C0210,2025-09-10,Store,Completed
O00708,C0021,2025-04-25,Store,Cancelled
O00709,C0164,2025-02-07,Store,Completed
O00710,C0033,2025-03-11,Online,Completed
O00711,C0177,2025-12-27,Online,Completed
O00712,C0037,2025-08-31,Store,Completed
O00713,C0046,2025-09-28,Online,Completed
O00714,C0121,2025-02-06,Online, COMPLETED 
O00715,C0085,2025-05-05,Store,Completed
O00716,C0113,2025-07-15, retail ,Completed
O00717,C0124,2025-08-28,Store,Completed
O00718,C0259,2025-06-13,Online,Completed
O00719,C0247,2025-07-17,Online,Completed
O00720,C0046,2025-03-02,Online,Completed
O00721,C0123,2025-11-25,Online,Completed
O00722,C0260,2025-04-19,Online,Completed
O00723,C0196,12/11/2025,Online,Completed
O00724,C0058,2025-12-17,Store,Completed
O00725,C0036,2025-11-30,Store,Completed
O00726,C0010,2025-02-20,Store,Completed
O00727,C0264,2025-06-04, retail ,Completed
O00728,C0069,2025-05-06,Store,Completed
O00729,C0294,2025-09-08,Store,Completed
O00730,C0278,2025-01-17,Store,Completed
O00731,C0062,2025-07-21,Store,Completed
O00732,C0280,2025-10-01,Store,Completed
O00733,C0188,2025-10-17,Store,Completed
O00734,C0040,2025-10-02,Online,Completed
O00735,C0123,2025-01-19,Online,Completed
O00736,C0039,2025-06-19,Store,Completed
O00737,C0161,2025-10-20,Store, COMPLETED 
O00738,C0204,2025-10-14, retail ,Completed
O00739,C0153,2025-08-11,Online,Completed
O00740,C0174,2025-05-21,Online,Completed
O00741,C0108,2025-10-20,Online,Completed
O00742,C0283,07/15/2025,Online,Completed
O00743,C0285,2025-10-23,Store,Completed
O00744,C0138,2025-08-15,Store,Completed
O00745,C0079,2025-07-26,Online,Completed
O00746,C0216,2025-07-31,Store,Completed
O00747,C0128,2025-07-22,Online,Completed
O00748,C0254,2025-03-15,Online,Cancelled
O00749,C0285,2025-08-13, retail ,Completed
O00750,C0144,2025-08-07,Store,Cancelled
O00751,C0023,2025-06-12,Store,Completed
O00752,C0300,2025-07-12,Online,Completed
O00753,C0268,2025-02-22,Store,Completed
O00754,C0129,2025-03-11,Online,Completed
O00755,C0161,2025-08-20,Store,Completed
O00756,C0091,2025-07-24,Store,Completed
O00757,C0010,2025-04-23,Store,Completed
O00758,C0168,2025-10-21,Store,Completed
O00759,C0126,2025-12-23,Online,Completed
O00760,C0259,2025-10-15, retail , COMPLETED 
O00761,C0067,12/20/2025,Store,Completed
O00762,C0245,2025-09-22,Store,Completed
O00763,C0043,2025-11-27,Online,Completed
O00764,C0147,2025-08-24,Store,Completed
O00765,C0196,2025-12-13,Store,Completed
O00766,C0220,2025-12-01,Online,Completed
O00767,C0132,2025-06-18,Store,Completed
O00768,C0287,2025-08-13,Store,Completed
O00769,C0107,2025-08-21,Online,Completed
O00770,C0265,2025-04-04,Store,Completed
O00771,C0066,2025-07-14, web ,Completed
O00772,C0289,2025-04-15,Store,Completed
O00773,C0227,2025-10-03,Online,Completed
O00774,C0222,2025-01-26,Online,Cancelled
O00775,C0030,2025-04-12,Online,Completed
O00776,C0034,2025-02-08,Online,Completed
O00777,C0029,2025-12-24,Store,Completed
O00778,C0161,2025-04-14,Store,Completed
O00779,C0187,2025-11-11,Online,Cancelled
O00780,C0080,03/06/2025,Online,Completed
O00781,C0252,2025-01-01,Online,Completed
O00782,C0042,2025-11-18, retail ,Completed
O00783,C0183,2025-09-17,Online, COMPLETED 
O00784,C0167,2025-06-02,Online,Completed
O00785,C0204,2025-09-28,Online,Completed
O00786,C0064,2025-11-18,Store,Completed
O00787,C0254,2025-04-30,Store,Cancelled
O00788,C0272,2025-12-15,Store,Completed
O00789,C0066,2025-02-02,Online,Completed
O00790,C0090,2025-07-09,Online,Completed
O00791,C0171,2025-12-29,Store,Completed
O00792,C0195,2025-10-05,Online,Completed
O00793,C0085,2025-06-19, web ,Completed
O00794,C0192,2025-02-01,Store,Completed
O00795,C0060,2025-09-16,Online,Completed
O00796,C0201,2025-01-05,Online,Completed
O00797,C0055,2025-09-10,Online,Completed
O00798,C0100,2025-04-11,Online,Completed
O00799,C0249,01/11/2025,Store,Completed
O00800,C0107,2025-05-22,Store,Completed
O00801,C0137,2025-07-30,Store,Completed
O00802,C0156,2025-12-08,Online,Completed
O00803,C0105,2025-02-25,Store,Completed
O00804,C0267,2025-12-09, retail ,Completed
O00805,C0241,2025-10-05,Online,Completed
O00806,C0025,2025-08-05,Online, COMPLETED 
O00807,C0180,2025-10-19,Store,Completed
O00808,C0159,2025-06-16,Store,Completed
O00809,C0097,2025-05-17,Online,Completed
O00810,C0101,2025-01-24,Store,Completed
O00811,C0136,2025-06-13,Store,Completed
O00812,C0264,2025-01-27,Store,Completed
O00813,C0119,2025-11-17,Store,Completed
O00814,C0098,2025-11-28,Online,Completed
O00815,C0180,2025-08-15, web ,Completed
O00816,C0245,2025-06-26,Store,Completed
O00817,C0258,2025-03-18,Store,Completed
O00818,C0067,10/10/2025,Store,Completed
O00819,C0252,2025-05-21,Online,Cancelled
O00820,C0286,2025-12-09,Online,Completed
O00821,C0180,2025-04-19,Store,Completed
O00822,C0184,2025-11-01,Store,Completed
O00823,C0067,2025-12-04,Store,Completed
O00824,C0065,2025-03-21,Store,Completed
O00825,C0109,2025-07-14,Store,Completed
O00826,C0235,2025-04-20, retail ,Completed
O00827,C0238,2025-07-31,Store,Completed
O00828,C0075,2025-07-28,Online,Completed
O00829,C0192,2025-11-21,Online, COMPLETED 
O00830,C0255,2025-06-24,Online,Completed
O00831,C0089,2025-07-05,Online,Completed
O00832,C0095,2025-03-15,Online,Completed
O00833,C0056,2025-04-29,Store,Completed
O00834,C0107,2025-06-16,Online,Cancelled
O00835,C0145,2025-09-04,Online,Completed
O00836,C0291,2025-10-12,Store,Completed
O00837,C0038,02/23/2025, retail ,Cancelled
O00838,C0224,2025-08-05,Store,Completed
O00839,C0217,2025-06-17,Store,Completed
O00840,C0017,2025-11-22,Store,Completed
O00841,C0141,2025-03-31,Online,Completed
O00842,C0251,2025-11-01,Store,Completed
O00843,C0062,2025-11-08,Online,Completed
O00844,C0026,2025-12-26,Online,Completed
O00845,C0066,2025-12-05,Online,Completed
O00846,C0227,2025-03-23,Store,Completed
O00847,C0187,2025-04-18,Online,Completed
O00848,C0101,2025-05-19, web ,Completed
O00849,C0292,2025-02-25,Store,Completed
O00850,C0011,2025-11-18,Online,Completed
O00851,C0006,2025-09-19,Store,Completed
O00852,C0039,2025-11-26,Online, CANCELLED 
O00853,C0151,2025-12-08,Online,Completed
O00854,C0121,2025-09-02,Online,Completed
O00855,C0244,2025-04-05,Online,Completed
O00856,C0151,05/04/2025,Store,Completed
O00857,C0032,2025-06-01,Online,Completed
O00858,C0091,2025-12-01,Store,Completed
O00859,C0004,2025-10-10, web ,Cancelled
O00860,C0140,2025-01-08,Online,Completed
O00861,C0102,2025-10-07,Online,Completed
O00862,C0257,2025-09-04,Online,Completed
O00863,C0047,2025-05-16,Store,Completed
O00864,C0173,2025-02-17,Store,Completed
O00865,C0226,2025-04-19,Store,Completed
O00866,C0278,2025-05-28,Online,Completed
O00867,C0194,2025-08-12,Store,Completed
O00868,C0196,2025-05-23,Online,Completed
O00869,C0210,2025-10-11,Online,Completed
O00870,C0266,2025-06-08, retail ,Completed
O00871,C0017,2025-11-21,Store,Completed
O00872,C0299,2025-09-04,Store,Completed
O00873,C0063,2025-02-22,Online,Completed
O00874,C0207,2025-04-04,Store,Completed
O00875,C0173,01/11/2025,Online, COMPLETED 
O00876,C0122,2025-08-11,Online,Completed
O00877,C0199,2025-09-07,Store,Completed
O00878,C0011,2025-04-09,Store,Completed
O00879,C0088,2025-11-10,Store,Completed
O00880,C0128,2025-02-11,Online,Completed
O00881,C0249,2025-08-29, web ,Completed
O00882,C0230,2025-06-29,Store,Completed
O00883,C0205,2025-05-31,Store,Completed
O00884,C0125,2025-10-27,Online,Cancelled
O00885,C0099,2025-03-12,Store,Completed
O00886,C0130,2025-02-26,Online,Completed
O00887,C0247,2025-07-13,Online,Completed
O00888,C0224,2025-03-02,Store,Completed
O00889,C0177,2025-09-10,Store,Completed
O00890,C0107,2025-09-10,Online,Completed
O00891,C0197,2025-06-17,Store,Completed
O00892,C0104,2025-12-25, web ,Completed
O00893,C0191,2025-11-20,Store,Completed
O00894,C0063,12/20/2025,Store,Completed
O00895,C0029,2025-02-23,Store,Completed
O00896,C0041,2025-02-28,Store,Completed
O00897,C0075,2025-01-25,Store,Completed
O00898,C0160,2025-01-04,Online, COMPLETED 
O00899,C0286,2025-12-10,Store,Completed
O00900,C0243,2025-06-19,Online,Completed
O00901,C0054,2025-08-12,Store,Completed
O00902,C0030,2025-06-23,Online,Completed
O00903,C0089,2025-06-05, web ,Completed
O00904,C0182,2025-11-26,Store,Completed
O00905,C0149,2025-09-12,Store,Completed
O00906,C0253,2025-10-28,Online,Completed
O00907,C0287,2025-04-13,Online,Cancelled
O00908,C0008,2025-10-29,Online,Completed
O00909,C0265,2025-07-23,Online,Completed
O00910,C0062,2025-06-13,Online,Completed
O00911,C0119,2025-10-16,Online,Completed
O00912,C0036,2025-10-20,Store,Completed
O00913,C0069,08/21/2025,Online,Cancelled
O00914,C0051,2025-02-14, web ,Completed
O00915,C0225,2025-12-10,Store,Completed
O00916,C0124,2025-01-11,Online,Completed
O00917,C0071,2025-12-29,Store,Completed
O00918,C0235,2025-11-15,Online,Completed
O00919,C0264,2025-05-02,Online,Completed
O00920,C0214,2025-01-26,Store,Completed
O00921,C0023,2025-07-15,Store, COMPLETED 
O00922,C0235,2025-06-14,Online,Completed
O00923,C0131,2025-10-29,Store,Completed
O00924,C0203,2025-11-07,Store,Completed
O00925,C0005,2025-03-24, retail ,Completed
O00926,C0300,2025-03-01,Online,Cancelled
O00927,C0189,2025-01-03,Online,Completed
O00928,C0175,2025-01-06,Store,Completed
O00929,C0089,2025-06-25,Online,Completed
O00930,C0103,2025-10-31,Store,Completed
O00931,C0173,2025-07-01,Online,Completed
O00932,C0143,05/31/2025,Store,Completed
O00933,C0216,2025-01-18,Store,Completed
O00934,C0095,2025-05-02,Online,Completed
O00935,C0273,2025-12-04,Store,Completed
O00936,C0182,2025-12-29, web ,Completed
O00937,C0083,2025-07-20,Online,Completed
O00938,C0209,2025-06-02,Store,Completed
O00939,C0155,2025-02-23,Store,Completed
O00940,C0223,2025-07-05,Online,Completed
O00941,C0053,2025-12-13,Store,Completed
O00942,C0128,2025-08-10,Store,Completed
O00943,C0190,2025-08-07,Online,Completed
O00944,C0061,2025-09-29,Online, COMPLETED 
O00945,C0198,2025-03-03,Online,Completed
O00946,C0159,2025-05-22,Store,Completed
O00947,C0084,2025-12-20, retail ,Completed
O00948,C0147,2025-05-11,Store,Completed
O00949,C0085,2025-11-08,Store,Completed
O00950,C0231,2025-11-09,Online,Completed
O00951,C0066,02/18/2025,Store,Completed
O00952,C0093,2025-08-10,Online,Completed
O00953,C0227,2025-12-31,Online,Cancelled
O00954,C0186,2025-01-18,Store,Completed
O00955,C0014,2025-06-17,Store,Completed
O00956,C0132,2025-06-02,Store,Completed
O00957,C0160,2025-09-02,Store,Cancelled
O00958,C0241,2025-06-05, web ,Completed
O00959,C0235,2025-03-27,Online,Completed
O00960,C0034,2025-09-09,Online,Completed
O00961,C0179,2025-04-09,Store,Completed
O00962,C0195,2025-06-22,Online,Completed
O00963,C0126,2025-08-02,Online,Completed
O00964,C0139,2025-06-26,Store,Completed
O00965,C0167,2025-11-25,Online,Completed
O00966,C0275,2025-07-28,Store,Completed
O00967,C0132,2025-03-03,Online, COMPLETED 
O00968,C0087,2025-08-24,Store,Completed
O00969,C0149,2025-11-29, web ,Completed
O00970,C0260,03/31/2025,Online,Completed
O00971,C0075,2025-09-02,Store,Completed
O00972,C0071,2025-03-21,Store,Completed
O00973,C0135,2025-07-09,Online,Completed
O00974,C0113,2025-06-17,Online,Completed
O00975,C0264,2025-07-13,Store,Completed
O00976,C0046,2025-09-12,Store,Completed
O00977,C0170,2025-08-21,Store,Completed
O00978,C0281,2025-01-01,Online,Completed
O00979,C0168,2025-08-23,Store,Completed
O00980,C0255,2025-03-16, retail ,Completed
O00981,C0174,2025-09-28,Online,Completed
O00982,C0207,2025-10-19,Online,Completed
O00983,C0064,2025-05-26,Online,Completed
O00984,C0034,2025-04-11,Online,Completed
O00985,C0214,2025-10-09,Store,Completed
O00986,C0072,2025-04-15,Store,Completed
O00987,C0204,2025-07-10,Store,Completed
O00988,C0134,2025-04-28,Store,Completed
O00989,C0226,08/03/2025,Store,Completed
O00990,C0007,2025-03-28,Online, COMPLETED 
O00991,C0062,2025-06-26, web ,Completed
O00992,C0068,2025-01-20,Store,Cancelled
O00993,C0090,2025-02-27,Store,Completed
O00994,C0194,2025-12-25,Store,Completed
O00995,C0109,2025-12-02,Online,Completed
O00996,C0182,2025-03-11,Store,Completed
O00997,C0079,2025-08-27,Store,Completed
O00998,C0110,2025-06-20,Online,Completed
O00999,C0233,2025-03-31,Store,Completed
O01000,C0171,2025-08-03,Online,Completed
O01001,C0256,2025-06-04,Online,Completed
O01002,C0182,2025-06-01, retail ,Completed
O01003,C0063,2025-06-09,Store,Completed
O01004,C0267,2025-09-12,Store,Completed
O01005,C0211,2025-06-01,Online,Completed
O01006,C0186,2025-04-24,Store,Completed
O01007,C0242,2025-10-07,Store,Completed
O01008,C0180,12/16/2025,Store,Completed
O01009,C0210,2025-02-26,Online,Completed
O01010,C0174,2025-06-22,Store,Completed
O01011,C0037,2025-12-01,Store,Cancelled
O01012,C0248,2025-07-07,Online,Completed
O01013,C0260,2025-07-10, retail , COMPLETED 
O01014,C0294,2025-09-10,Store,Completed
O01015,C0233,2025-05-02,Online,Completed
O01016,C0030,2025-12-13,Online,Completed
O01017,C0075,2025-12-19,Online,Completed
O01018,C0003,2025-03-26,Online,Completed
O01019,C0121,2025-07-03,Online,Completed
O01020,C0242,2025-01-12,Store,Completed
O01021,C0201,2025-07-26,Online,Completed
O01022,C0112,2025-07-03,Online,Completed
O01023,C0181,2025-01-14,Store,Completed
O01024,C0124,2025-09-04, web ,Cancelled
O01025,C0060,2025-11-22,Online,Completed
O01026,C0094,2025-10-19,Store,Completed
O01027,C0243,05/11/2025,Online,Cancelled
O01028,C0162,2025-11-27,Online,Completed
O01029,C0017,2025-11-27,Store,Completed
O01030,C0157,2025-06-14,Online,Completed
O01031,C0230,2025-08-22,Online,Completed
O01032,C0146,2025-04-06,Store,Completed
O01033,C0227,2025-04-11,Online,Completed
O01034,C0002,2025-02-10,Online,Completed
O01035,C0279,2025-05-02, web ,Completed
O01036,C0030,2025-04-09,Store, COMPLETED 
O01037,C0218,2025-11-25,Store,Completed
O01038,C0123,2025-03-16,Store,Completed
O01039,C0243,2025-03-20,Store,Completed
O01040,C0079,2025-11-25,Store,Completed
O01041,C0079,2025-03-03,Online,Completed
O01042,C0196,2025-04-10,Store,Completed
O01043,C0053,2025-07-05,Store,Completed
O01044,C0101,2025-12-28,Online,Completed
O01045,C0278,2025-08-21,Store,Completed
O01046,C0292,12/08/2025, web ,Completed
O01047,C0231,2025-05-29,Online,Cancelled
O01048,C0129,2025-08-31,Store,Completed
O01049,C0045,2025-12-12,Store,Completed
O01050,C0234,2025-05-27,Store,Completed
O01051,C0037,2025-07-01,Store,Completed
O01052,C0108,2025-09-13,Online,Completed
O01053,C0183,2025-01-15,Online,Completed
O01054,C0219,2025-10-07,Store,Completed
O01055,C0272,2025-04-05,Store,Completed
O01056,C0007,2025-03-23,Store,Completed
O01057,C0074,2025-07-16, web ,Completed
O01058,C0248,2025-08-01,Online,Completed
O01059,C0201,2025-07-28,Online, COMPLETED 
O01060,C0105,2025-12-19,Online,Completed
O01061,C0288,2025-01-19,Store,Completed
O01062,C0230,2025-07-02,Online,Completed
O01063,C0129,2025-01-17,Store,Completed
O01064,C0014,2025-07-15,Online,Completed
O01065,C0196,02/17/2025,Store,Completed
O01066,C0111,2025-10-23,Online,Cancelled
O01067,C0287,2025-06-13,Store,Completed
O01068,C0197,2025-10-29, retail ,Completed
O01069,C0162,2025-10-15,Store,Completed
O01070,C0059,2025-10-26,Store,Completed
O01071,C0117,2025-03-12,Store,Cancelled
O01072,C0196,2025-12-10,Online,Completed
O01073,C0226,2025-07-07,Online,Completed
O01074,C0066,2025-07-15,Store,Completed
O01075,C0088,2025-05-21,Store,Completed
O01076,C0184,2025-09-02,Online,Completed
O01077,C0099,2025-07-07,Online,Completed
O01078,C0300,2025-10-28,Online,Completed
O01079,C0289,2025-08-28, retail ,Completed
O01080,C0239,2025-04-20,Store,Completed
O01081,C0239,2025-01-22,Store,Completed
O01082,C0164,2025-01-31,Online, COMPLETED 
O01083,C0127,2025-05-30,Online,Completed
O01084,C0170,05/21/2025,Store,Completed
O01085,C0068,2025-04-03,Store,Completed
O01086,C0187,2025-06-04,Store,Completed
O01087,C0046,2025-12-19,Store,Completed
O01088,C0216,2025-04-17,Store,Completed
O01089,C0174,2025-11-05,Online,Completed
O01090,C0276,2025-03-17, retail ,Completed
O01091,C0060,2025-02-08,Store,Completed
O01092,C0198,2025-12-19,Store,Completed
O01093,C0205,2025-04-16,Store,Completed
O01094,C0259,2025-11-24,Store,Completed
O01095,C0122,2025-12-02,Online,Completed
O01096,C0213,2025-03-04,Store,Completed
O01097,C0147,2025-06-03,Store,Completed
O01098,C0038,2025-03-24,Store,Completed
O01099,C0152,2025-10-29,Online,Completed
O01100,C0035,2025-09-04,Store,Completed
O01101,C0258,2025-07-08, retail ,Completed
O01102,C0039,2025-07-11,Store,Completed
O01103,C0182,10/22/2025,Online,Completed
O01104,C0045,2025-08-26,Store,Completed
O01105,C0229,2025-02-27,Online, CANCELLED 
O01106,C0162,2025-04-10,Store,Completed
O01107,C0265,2025-11-15,Store,Completed
O01108,C0283,2025-05-11,Online,Completed
O01109,C0289,2025-12-26,Online,Completed
O01110,C0270,2025-01-06,Online,Completed
O01111,C0036,2025-05-15,Online,Completed
O01112,C0221,2025-06-02, retail ,Completed
O01113,C0221,2025-05-03,Store,Completed
O01114,C0156,2025-10-15,Store,Completed
O01115,C0220,2025-03-09,Store,Completed
O01116,C0258,2025-09-13,Online,Completed
O01117,C0268,2025-08-03,Store,Completed
O01118,C0034,2025-08-02,Store,Completed
O01119,C0066,2025-01-12,Store,Completed
O01120,C0059,2025-09-23,Online,Completed
O01121,C0150,2025-04-11,Online,Completed
O01122,C0057,05/13/2025,Store,Completed
O01123,C0044,2025-04-30, retail ,Completed
O01124,C0296,2025-10-15,Store,Completed
O01125,C0283,2025-07-04,Online,Completed
O01126,C0089,2025-08-20,Online,Completed
O01127,C0040,2025-12-26,Online,Cancelled
O01128,C0181,2025-09-30,Online, COMPLETED 
O01129,C0204,2025-02-28,Store,Completed
O01130,C0238,2025-04-03,Store,Completed
O01131,C0077,2025-01-24,Store,Completed
O01132,C0227,2025-09-16,Online,Completed
O01133,C0244,2025-05-08,Store,Completed
O01134,C0182,2025-02-17, retail ,Completed
O01135,C0058,2025-10-01,Store,Completed
O01136,C0292,2025-10-09,Store,Completed
O01137,C0285,2025-05-07,Online,Completed
O01138,C0169,2025-12-15,Online,Cancelled
O01139,C0231,2025-11-11,Online,Completed
O01140,C0030,2025-09-27,Online,Completed
O01141,C0186,10/01/2025,Store,Completed
O01142,C0095,2025-05-28,Online,Completed
O01143,C0057,2025-09-01,Online,Completed
O01144,C0198,2025-10-23,Store,Completed
O01145,C0131,2025-09-08, web ,Completed
O01146,C0241,2025-09-12,Online,Cancelled
O01147,C0138,2025-10-17,Store,Completed
O01148,C0038,2025-05-22,Store,Completed
O01149,C0253,2025-10-13,Online,Completed
O01150,C0120,2025-06-22,Online,Completed
O01151,C0155,2025-12-28,Online, COMPLETED 
O01152,C0090,2025-10-19,Online,Cancelled
O01153,C0239,2025-07-20,Store,Completed
O01154,C0225,2025-12-09,Online,Completed
O01155,C0197,2025-07-26,Online,Completed
O01156,C0081,2025-02-09, retail ,Completed
O01157,C0218,2025-08-24,Store,Completed
O01158,C0120,2025-10-26,Online,Completed
O01159,C0044,2025-08-15,Online,Completed
O01160,C0183,06/27/2025,Online,Completed
O01161,C0224,2025-10-29,Online,Completed
O01162,C0041,2025-05-01,Store,Completed
O01163,C0151,2025-07-13,Online,Completed
O01164,C0215,2025-07-12,Store,Completed
O01165,C0081,2025-11-01,Store,Completed
O01166,C0120,2025-10-25,Online,Completed
O01167,C0222,2025-12-09, retail ,Completed
O01168,C0178,2025-10-20,Online,Completed
O01169,C0150,2025-11-07,Online,Completed
O01170,C0076,2025-03-08,Store,Cancelled
O01171,C0176,2025-04-14,Store,Completed
O01172,C0116,2025-08-22,Online,Completed
O01173,C0023,2025-10-01,Online,Completed
O01174,C0219,2025-08-12,Store, COMPLETED 
O01175,C0291,2025-05-03,Store,Completed
O01176,C0122,2025-08-05,Store,Completed
O01177,C0015,2025-08-24,Online,Completed
O01178,C0013,2025-10-13, retail ,Completed
O01179,C0252,04/18/2025,Online,Completed
O01180,C0009,2025-07-01,Store,Completed
O01181,C0148,2025-12-07,Online,Completed
O01182,C0216,2025-08-05,Online,Completed
O01183,C0182,2025-10-23,Store,Completed
O01184,C0106,2025-08-26,Store,Completed
O01185,C0094,2025-10-28,Online,Completed
O01186,C0236,2025-06-13,Store,Completed
O01187,C0292,2025-06-09,Store,Completed
O01188,C0088,2025-09-17,Store,Completed
O01189,C0146,2025-02-02, web ,Completed
O01190,C0188,2025-04-03,Online,Completed
O01191,C0176,2025-11-25,Online,Completed
O01192,C0260,2025-08-26,Online,Completed
O01193,C0158,2025-08-07,Online,Completed
O01194,C0119,2025-11-06,Online,Completed
O01195,C0265,2025-04-13,Online,Completed
O01196,C0087,2025-11-18,Online,Completed
O01197,C0063,2025-09-05,Store, COMPLETED 
O01198,C0138,12/29/2025,Online,Completed
O01199,C0083,2025-05-04,Store,Completed
O01200,C0171,2025-04-03, retail ,Completed
O01201,C0183,2025-04-14,Online,Completed
O01202,C0173,2025-08-28,Online,Completed
O01203,C0073,2025-09-11,Online,Completed
O01204,C0111,2025-01-31,Online,Completed
O01205,C0110,2025-03-13,Online,Completed
O01206,C0227,2025-10-31,Store,Completed
O01207,C0152,2025-07-09,Store,Completed
O01208,C0023,2025-07-26,Online,Completed
O01209,C0156,2025-06-18,Store,Completed
O01210,C0139,2025-07-26,Online,Completed
O01211,C0158,2025-01-01, retail ,Completed
O01212,C0180,2025-10-03,Store,Completed
O01213,C0003,2025-01-15,Online,Completed
O01214,C0261,2025-01-28,Online,Completed
O01215,C0192,2025-01-20,Store,Cancelled
O01216,C0163,2025-05-22,Store,Completed
O01217,C0179,03/18/2025,Online,Completed
O01218,C0006,2025-09-17,Store,Completed
O01219,C0139,2025-03-09,Store,Completed
O01220,C0094,2025-01-07,Store, COMPLETED 
O01221,C0178,2025-07-26,Online,Completed
O01222,C0084,2025-07-31, web ,Completed
O01223,C0268,2025-12-14,Online,Completed
O01224,C0076,2025-10-01,Online,Completed
O01225,C0214,2025-10-13,Online,Completed
O01226,C0295,2025-02-09,Store,Completed
O01227,C0206,2025-10-28,Store,Completed
O01228,C0105,2025-02-11,Store,Completed
O01229,C0004,2025-06-04,Online,Completed
O01230,C0256,2025-08-21,Online,Completed
O01231,C0112,2025-02-13,Online,Completed
O01232,C0271,2025-12-13,Store,Completed
O01233,C0263,2025-08-16, web ,Completed
O01234,C0152,2025-08-10,Online,Completed
O01235,C0256,2025-01-24,Store,Completed
O01236,C0276,02/02/2025,Online,Completed
O01237,C0147,2025-07-24,Store,Cancelled
O01238,C0129,2025-05-20,Online,Completed
O01239,C0263,2025-05-16,Online,Completed
O01240,C0063,2025-12-09,Store,Completed
O01241,C0017,2025-04-04,Store,Completed
O01242,C0224,2025-10-23,Online,Completed
O01243,C0079,2025-07-09,Online, COMPLETED 
O01244,C0245,2025-11-05, web ,Completed
O01245,C0008,2025-11-23,Store,Completed
O01246,C0251,2025-12-30,Online,Completed
O01247,C0198,2025-08-21,Store,Completed
O01248,C0278,2025-04-07,Online,Completed
O01249,C0226,2025-07-20,Store,Completed
O01250,C0172,2025-03-19,Store,Completed
